# experiment1.py N=100 T=1000 alpha=0.08 b=0.015 bank_max_failures_allowed=1 bank_sector_A_i0=500 beta=0.02 default_seed=18741 eta=0.5 firms_A_i0=1.0 firms_K_i0=5.0 g=1.0 k=1.0 lambda_param=0.3 phi=1.2 r_i0=0.02 rate_for_bank_deposits_and_networth=0 threshold_bankrupt=0 w=1.0
  t,BankL,BankA,BankD,BankPROFITS,BankBD,FirmsK,FirmsA,FirmsL,FirmsPROFITS,FirmsY,FirmsR,FirmsI,FirmsGAMMA,FirmsU,FirmsDK,FirmsOL,FirmsGAP_OF_L,FirmsDL,FirmsFAIL
  0,21184.351638710974,1694.7481310968778,19489.603507614098,-23.895424836601265,0.023110733188645538,4.737749137243542,114.17691566391343,nan,14.17691566391342,4.920070694037496,0.0,-1594.771241830063,1.02,1.0561537787628492,-1094.7712418300632,5658.567137811341,0.0,-1194.7712418300632,2
  1,35719.858823104136,2857.588705848331,32862.27011725581,-23.72168706642286,0.0,4.904358434263617,134.8763501979405,nan,18.676323800838407,5.086679991057571,0.0,-1177.8843269240413,1.0004,1.105325931296254,-1053.684300526939,20609.431968693618,0.0,-1186.084353321143,0
  2,50385.872545737904,4030.8698036590326,46355.00274207887,-23.9445122002184,0.0,4.8642132616831,129.56896163567203,nan,-5.3073885622685015,5.046534818477054,0.0,-1178.5492862100816,1.0,0.9962769530599798,-1043.672936012141,35153.99424244227,0.0,-1197.22561001092,0
  3,64725.57803697979,5178.046242958383,59547.5317940214,-23.41176406733356,0.0,4.7612780259113165,116.89522560145205,nan,-12.673736034219923,4.9435995827052714,0.0,-1175.8955919289465,1.0,0.889192180523481,-1046.326630293275,49834.73417884993,0.0,-1170.588203366678,0
  4,78897.41913848062,6311.79353107845,72585.62560740217,-23.137699757552337,0.0,4.728715704778875,113.1501507950295,nan,-3.7450748064225854,4.9110372615728295,0.0,-1169.5587239118363,1.0,0.9768529800292082,-1052.663498310385,64186.286333544434,0.0,-1156.8849878776168,0
  5,93155.69775683257,7452.4558205466055,85703.24193628597,-23.278822234044068,0.0,4.690649526078296,108.9239057530929,nan,-4.226245041936631,4.87297108287225,0.0,-1167.6861865086257,1.0,0.9281923661869848,-1054.536035713596,78347.94204502442,0.0,-1163.9411117022034,0
  6,107382.1962889177,8590.575703113416,98791.62058580428,-23.226936378914417,0.0,4.77141130251105,118.08577917250138,nan,9.161873419408572,4.9537328593050045,0.0,-1165.573063987658,1.0,0.9954866180154621,-1056.6491582345648,92605.83355497189,0.0,-1161.3468189457208,0
  7,121828.81574684806,9746.305259747845,112082.51048710023,-23.586317482335403,0.0,4.636467818227357,103.17925529183931,nan,-14.906523880662062,4.818789375021312,0.0,-1170.1540006973617,1.0,0.8949359710198918,-1052.0682215248603,106810.83169273371,0.0,-1179.3158741167701,0
  8,135889.2948790835,10871.14359032668,125018.15128875681,-22.955884297527366,0.0,4.651077078014247,104.69769245185218,nan,1.518437160012832,4.833398634808201,0.0,-1162.7007387570309,1.0,0.9553849948640791,-1059.5214834651913,121275.26438140965,0.0,-1147.7942148763682,0
  9,150160.28021167248,12012.8224169338,138147.45779473867,-23.299567889941006,0.0,4.706176669931059,110.62838148213307,nan,5.930689030280807,4.888498226725013,0.0,-1163.4599573370372,1.0,0.978531211825197,-1058.7622648851852,135355.883575039,0.0,-1164.9783944970502,0
