# experiment1.py N=100 T=1000 alpha=0.08 b=0.015 bank_max_failures_allowed=1 bank_sector_A_i0=500 beta=0.02 default_seed=10352 eta=0.3 firms_A_i0=1.0 firms_K_i0=5.0 g=1.0 k=1.0 lambda_param=0.3 phi=1.2 r_i0=0.02 rate_for_bank_deposits_and_networth=0 threshold_bankrupt=0 w=1.0
  t,BankL,BankA,BankD,BankPROFITS,BankBD,FirmsK,FirmsA,FirmsL,FirmsPROFITS,FirmsY,FirmsR,FirmsI,FirmsGAMMA,FirmsU,FirmsDK,FirmsOL,FirmsGAP_OF_L,FirmsDL,FirmsFAIL
  0,15465.205579538326,1237.216446363066,14227.989133175259,-14.745098039215693,0.03845559771638629,4.635367070812365,103.06574347867488,nan,3.0657434786749196,4.81768862760632,0.0,-1137.2549019607857,1.02,0.9216293287603065,-637.2549019607847,5885.054274146731,0.0,-737.2549019607847,2
  1,23813.33674083499,1905.0669392667994,21908.269801568193,-13.623583488631617,0.0,4.878500676704131,131.43345484201555,nan,26.329255765624165,5.060822233498085,0.0,-684.0749753551895,1.0004,1.07855967010995,-570.9707762787984,15127.334835922306,0.0,-681.1791744315808,0
  2,32563.122257093477,2605.049780567478,29958.072476526,-14.28536410817709,0.0,4.983538758356559,145.99009228682957,nan,14.556637444814102,5.165860315150513,0.0,-687.9389496432304,1.0,1.0030613947246287,-556.5054948012151,23462.646694116178,0.0,-714.2682054088544,0
  3,41257.852603271516,3300.6282082617213,37957.2243950098,-14.19547811620904,0.0,4.840751993551886,126.56449163494113,nan,-19.42560065188848,5.02307355034584,0.0,-695.217268365638,1.0,0.9015633102175121,-549.227176078808,32213.197532758284,0.0,-709.773905810452,0
  4,49417.318728772145,3953.385498301772,45463.93323047037,-13.321577347756106,0.0,4.876363458303727,131.15285280462615,nan,4.588361169685081,5.058685015097681,0.0,-685.5044680396933,1.0,1.003157083534379,-558.9399764047522,40934.80812062025,0.0,-666.0788673878053,0
  5,57899.059598751366,4631.924767900109,53267.13483085125,-13.847740195884422,0.0,4.929088680141163,138.25346178721884,nan,7.100608982592678,5.111410236935118,0.0,-687.798648624536,1.0,0.9939938350404678,-556.6457958199098,49079.859373059975,0.0,-692.3870097942211,0
  6,66455.06673445707,5316.4053387565655,61138.6613957005,-13.968991241968489,0.0,4.88663891462512,132.50745587861297,nan,-5.746005908605882,5.068960471419075,0.0,-691.3489531158319,1.0,0.9582789497225809,-553.0954913286135,57554.022135643085,0.0,-698.4495620984244,0
  7,74818.50855155544,5985.480684124435,68833.027867431,-13.654598885058467,0.0,4.9368950245439445,139.33693942242735,nan,6.82948354381445,5.1192165813379,0.0,-688.4759501615292,1.0,0.9994902842901907,-555.9684942829165,66119.03262214402,0.0,-682.7299442529234,0
  8,83377.8307011518,6670.226456092145,76707.60424505966,-13.974403509545018,0.0,5.002034520525646,148.7154160908097,nan,9.378476668382223,5.184356077319601,0.0,-691.8906919334366,1.0,0.9775166382246021,-552.5537525110092,74460.84143953747,0.0,-698.7201754772509,0
  9,92025.82118611787,7362.065694889429,84663.75549122844,-14.119168138720195,0.0,4.9812684524430795,145.65902606999725,nan,-3.0563900208124704,5.1635900092370335,0.0,-696.5799302676276,1.0,0.969241439814056,-547.864514176818,82996.7287611637,0.0,-705.9584069360097,0
 10,100505.5843322617,8040.446746580936,92465.13758568076,-13.849042150782337,0.0,4.8949651836227535,133.38060592509842,-1.4492400996753023,-12.27842014489875,5.077286740416708,1.0849827197084309e-05,-695.0517352572213,1.0,0.8673974930047545,-549.3927091872245,91667.94631161272,0.0,-691.9953452364089,0
 11,108794.91530830982,8703.593224664786,100091.32208364503,-13.533431672482749,0.0,5.020400793308511,151.47200059406953,nan,18.091394668971006,5.202722350102465,0.0,-689.1847523749111,1.0000108498271971,1.060696732191185,-555.5693978439378,100145.30012467895,0.0,-676.6715836241374,0
 12,117566.5231188657,9405.321849509257,108161.20126935645,-14.320992343764578,0.0,5.210945955268694,183.26733892772336,nan,31.795338333653827,5.393267512062649,0.0,-697.9582225192577,1.0,1.0016709339255856,-546.4862219251881,108402.91765288176,0.0,-716.0496171882289,0
 13,126700.75068660751,10136.060054928601,116564.69063167891,-14.913024600394767,0.0,5.287359729185932,197.8204357730615,nan,14.553096845338207,5.4696812859798865,0.0,-713.8558916860843,1.0,1.0019726902011816,-530.5885527583613,117155.78365276652,0.0,-745.6512300197384,0
 14,135728.10444105015,10858.248355284013,124869.85608576614,-14.7409735774189,0.0,5.213008452827284,182.401980456337,0.21812054007790138,-15.418455316724508,5.395330009621239,0.00018079900490888427,-721.1324401087533,1.0,0.9378811363013163,-523.3120043356924,126292.83320984674,0.0,-735.6855369540922,0
 15,144287.19089226928,11542.975271381543,132744.21562088773,-13.971774685098703,0.0,5.2999394359073415,200.32467712508063,nan,17.922696668743555,5.4822609927012955,0.0,-715.2509265503953,1.000180799004909,1.1210195343155336,-531.6052091153224,135346.25517835442,0.0,-698.5887342549352,0
 16,153359.21507605462,12268.73720608437,141090.47786997026,-14.996764796269296,9.079540314368863,5.147277399484151,162.43168439164953,2.2545477931467386,-37.89299273343107,5.329598956278105,0.001660483378685525,-722.3845607847629,1.0,0.9209934119128279,-522.0598836596826,143857.3870321992,0.0,-740.3072574535067,1
 17,161756.41254669134,12940.513003735308,148815.89954295603,-13.757389115470573,0.0,5.231201630985565,183.09434446503428,1.3668694090302607,10.583119759015904,5.41352318777952,7.337811161674658e-05,-713.1281613726175,1.0002,1.0935241900557857,-536.6169366665991,152984.17454351293,0.0,-681.4626857996113,0
 18,170634.9693855525,13650.797550844201,156984.1718347083,-14.49289158931359,0.0,5.194594034959806,180.29493449768003,nan,-2.7994099673541717,5.376915591753761,0.0,-717.984509693075,1.0000733781116167,0.9876478129881103,-530.9671152416297,161345.13938561163,0.0,-724.6445794656795,0
 19,179357.25975945132,14348.580780756107,165008.6789786952,-14.165384686469359,0.0,5.146706142803472,169.48612488804326,0.8664007028331727,-10.808809609636779,5.329027699597426,0.0006440493266357554,-712.3696894710631,1.0,0.9998872479505008,-532.0747549733828,170203.42616967225,0.0,-709.5702795037088,0
 20,187917.58499429567,15033.406799543654,172884.17819475202,-13.963879272432086,0.0,5.256071216331086,191.72675672290234,nan,22.240631834859087,5.438392773125041,0.0,-711.3811083259034,1.0006440493266358,0.9991660544453865,-539.5166483431977,178953.749231101,0.0,-698.1939636216043,0
 21,196986.5813414227,15758.926507313816,181227.65483410886,-14.806524648370655,0.0,5.236582141018056,188.02635534654334,nan,-3.700401376358977,5.418903697812011,0.0,-718.0856005836741,1.0,1.012393577718161,-526.3588438607717,187501.35182674066,0.0,-740.3262324185328,0
 22,205729.20142017104,16458.336113613685,189270.86530655736,-14.321712960899395,2.3543287841982377,5.313001196644825,199.40778390377858,1.2671305517750069,11.381428557235294,5.49532275343878,0.0007022624884899466,-716.235399895495,1.0,0.9753637987069353,-528.209044548951,196592.07868869192,0.0,-712.5349985191355,1
 23,214783.80148678957,17182.704118943166,197601.0973678464,-14.780011313246744,0.0,5.346096473130376,209.78778520547735,nan,7.025672517500521,5.528418029924331,0.0,-728.253605363597,1.0002,0.9663745431420987,-521.4914926756201,205320.2603165177,0.0,-739.0005656623372,0
 24,223777.03838173475,17902.16307053878,205874.87531119597,-14.682835746849245,0.0,5.317794985769969,203.93370912597175,nan,-5.85407607950577,5.500116542563924,0.0,-727.1161148249613,1.0,1.020116292369595,-517.3283296194842,214367.04605785132,0.0,-734.1417873424622,0
 25,232590.97786391372,18607.278229113097,213983.69963480064,-14.408273130641302,0.0,5.244454100207762,188.32390124436483,0.1726339491333366,-15.609807881606706,5.426775657001718,5.0184852521813336e-05,-724.1890767852083,1.0,1.0341336345305774,-520.2553676592371,223371.87124061142,0.0,-718.3350007057028,0
 26,241275.46777656671,19302.037422125337,221973.43035444137,-10.433332652056515,0.0,5.355592132995829,207.54570542483597,1.4454216900299721,19.22180418047091,5.537913689789783,0.008848953007605152,-717.7364997044388,1.0000501848525218,0.9418234534214259,-528.2241674608176,232208.409828054,0.0,-700.9382608235761,0
 27,250850.59678131473,20068.04774250518,230782.54903880955,-15.215515486451611,0.0,5.5373649430388285,254.00779182866458,nan,46.462086403828756,5.7196864998327825,0.0,-745.7976114088881,1.0088489530076052,0.9624535312962043,-534.0082647172734,240880.5247142762,0.0,-760.7757743225806,0
 28,260597.77728693438,20847.82218295475,239749.95510397962,-15.913764090807682,0.0,5.5614815643863365,260.2080658847375,nan,6.200274056072873,5.7438031211802905,0.0,-749.2261181365554,1.0,0.9478209836122182,-495.21832630789055,250440.03090869752,0.0,-795.688204540384,0
 29,269897.0798608939,21591.76638887151,248305.3134720224,-15.191924527812525,0.0,5.208734039210145,182.25281372786867,-0.4949502669201943,-77.95525215686877,5.3910555960041,4.905018951962564e-05,-752.3262551645917,1.0,0.9645170720399098,-492.11818927985394,260198.72600076953,0.0,-758.5265292206647,0
 30,278412.6726813852,22273.013814510814,256139.65886687438,-12.241808628423225,0.0,5.653163704613526,227.30996070391555,4.058412391338258,45.0571469760468,5.83548526140748,0.0011813944109171825,-714.1263749370247,1.0000490501895196,1.0132778792660853,-531.2639599852673,269553.9379727928,0.0,-635.5615215562673,0
 31,288291.0249290509,23063.281994324072,265227.7429347268,-13.397732108865585,0.44470982582578245,5.279747049286397,183.9576391869917,2.514673403419738,-43.35232151692382,5.462068606080352,0.002284678928110932,-799.2091830821532,1.0011813944109171,0.9542369015508579,-514.0168787941928,277991.3968011367,0.0,-786.3839864741551,1
