# experiment1.py N=100 T=1000 alpha=0.08 b=0.015 Bank02__max_failures_allowed=1 Bank02__sector_A_i0=500 beta=0.02 default_seed=18776 eta=0.2 Firms02__A_i0=1.0 Firms02__K_i0=5.0 g=1.0 k=1.0 lambda_param=0.3 phi=1.2 r_i0=0.02 rate_for_Bank02__deposits_and_networth=0 threshold_Bank02_rupt=0 w=1.0
  t,Bank02_L,Bank02_A,Bank02_D,Bank02_PROFITS,Bank02_BD,Firms02_K,Firms02_A,Firms02_L,Firms02_PROFITS,Firms02_Y,Firms02_R,Firms02_I,Firms02_GAMMA,Firms02_U,Firms02_DK,Firms02_OL,Firms02_GAP_OF_L,Firms02_DL,Firms02_FAIL
192,1051671.579740856,84133.72637926848,967537.8533615876,-7.267666241518241,1.8535948493226293,5.37147604533464,207.00288583883548,2.1013697729949334,-75.82923121075365,5.553797602128594,0.0015063093053464642,-342.41139967667834,1.0013396344021137,0.9398280655436071,-41.89916655957224,1047060.0299216176,0.0,-357.2317088075198,4
193,1055289.6544975857,84423.17235980686,970866.4821377789,5.120181231655113,0.7509009726551944,5.855331955404351,285.2404899000565,4.156540865752862,72.38400921189833,6.037653512198306,0.009250716699185531,-312.38013370198496,1.0017893118597365,1.0053100256608585,-78.86936557218301,1051534.5921858114,0.0,-224.00125744218764,2
194,1061005.1848526527,84880.41478821222,976124.7700644406,-6.985332135362,0.0,5.852572909543256,342.9073389306136,1.6528028165227584,54.915948057901836,6.03489446633721,0.005929730547196447,-431.20936309197367,1.0094755533004927,1.0729360589638481,-72.24351572507564,1055073.2778830035,0.0,-435.19291144900217,0
195,1066557.3502910123,85324.58802328099,981232.7622677314,-8.45187130534073,0.16306533636848497,6.0029668046947515,385.4211257867098,2.9552404004600734,42.51378685609621,6.1852883614887055,0.0026405924392398712,-371.7487771633338,1.0059297305471964,0.9879158222471893,-23.61984372488041,1060798.7203036242,0.0,-421.4431307133959,1
196,1071972.5564145253,85757.80451316202,986214.7519013633,-8.86510468412345,9.064869804504644,6.096361384241122,415.22638504151087,3.3677104967082205,28.642193918432554,6.278682941035076,0.007763348162639445,-400.6271267938581,1.0017056711466146,1.0350633443181925,8.194435168030243,1066343.5752316355,0.0,-421.2373633435243,3
197,1077852.8023833812,86228.2241906705,991624.5781927106,-2.7621029491880504,14.118825036801514,5.956986524110639,347.5077588449633,3.6619210655580856,-79.78349600105213,6.139308080904594,0.014753085235555548,-434.738319674628,1.004005333363714,1.0188296433662536,20.418021880645544,1071731.052597276,0.0,-446.9243967558145,2
198,1083362.2046476216,86668.97637180972,996693.2282758119,-7.444048354710411,8.361090083070287,6.328485332051638,478.3255960916603,4.406495749580614,114.69901220989539,6.510806888845592,0.0013675914930439434,-423.4736764854258,1.0143169994161736,0.9365810461089963,-30.045700247040195,1077642.8538725306,0.0,-342.7640219852313,1
199,1090325.4410665045,87226.03528532037,1003099.4057811841,-11.329616684087926,1.3891132595436928,5.701886495248998,289.93248420707016,2.2512139893520704,-197.75420196766046,5.884208052042952,0.001042796645381032,-491.510405169546,1.0009243147910856,0.9894028265715641,60.56318928973853,1083119.2261081284,0.0,-556.8975892501891,3
200,1094583.7552916638,87566.70042333311,1007017.0548683307,-0.7207413375685938,0.6886184853599475,6.196213058634389,367.7069961869393,4.81364314417527,73.38539872032561,6.378534615428344,0.006959858257189334,-350.53269212516636,1.0012246813728707,1.0314260042037064,-35.83066618929471,1090162.151771043,0.0,-224.18073169025777,2
201,1100478.5452465434,88038.28361972347,1012440.2616268198,-15.766710272809508,0.0,6.000165388984038,372.6161700721453,3.4300877280701854,2.2205553998461127,6.182486945777992,0.047321432882737935,-515.9910901945302,1.005608136885756,0.9979594051836043,-16.03360115537027,1094363.1015726833,0.0,-461.59734572884724,0
202,1108368.2404559527,88669.45923647622,1019698.7812194765,7.008728239397373,7.309568927904488,6.101230016294098,406.04932392329306,3.697769715808372,33.43315385114766,6.283551573088053,0.02324923863246713,-443.06213416887465,1.0473214328827378,0.953425371317596,-39.56661247994972,1100282.477228092,0.0,-414.4033379519411,3
203,1115064.3141397694,89205.14513118156,1025859.1690085878,-10.134966340371898,18.96259814156936,6.177224447326237,449.873296298002,3.4588355604050967,33.514403446804764,6.359546004120192,0.002534166599931856,-482.7471816390139,1.0223790473459078,0.9871430726363122,-21.269396104046876,1108152.7907229324,0.0,-481.5851888141591,6
204,1121275.1371402266,89702.01097121813,1031573.1261690084,-9.362818534587783,2.5408442628633834,6.447475392938931,616.8643137954255,2.6562423149450165,142.02841935585374,6.629796949732886,0.007190740326017727,-456.8497446212872,1.0025179548970644,1.010092254051456,49.04796634454054,1114868.7044337315,0.0,-498.8323642172278,5
205,1129675.8243989153,90374.06595191323,1039301.758447002,-13.36225139610161,16.94659259601652,6.728120587201586,793.7616201567935,3.7332259040795734,169.3564620985048,6.910442143995541,0.004381636251569606,-537.5080562585882,1.0054959469687585,0.9456156966287854,114.29521811480807,1121057.952555792,0.0,-659.8048217167598,5
206,1139780.6061840553,91182.44849472442,1048598.1576893309,-15.273167315844686,3.7217455772843544,6.885675899804145,961.3124607198255,2.824358105289233,145.60424796701548,7.0679974565981,0.005914918923923477,-641.708594373689,1.004322183882647,1.0273083873444546,212.7712076206322,1129481.3316690288,0.0,-811.9998368562075,4
207,1150235.2162337166,92018.81729869732,1058216.3989350193,-16.727312615230044,0.0,6.925655760182386,1007.1497242264337,2.389856763816563,38.11551792932425,7.10797731697634,0.0018760002155762602,-712.981365657294,1.0059621043821192,0.9679351603131285,283.77640227773367,1139575.0559135755,0.0,-839.7825175302947,0
208,1159408.6074496137,92752.6885959691,1066655.9188536447,-14.670068075923227,1.264356731167311,5.770791937444305,299.82893854512724,3.042746598834248,-707.3207856813066,5.95311349423826,0.0063787911554002985,-700.1440454856269,1.0018760002155762,1.0096287422193007,317.91760958857753,1150071.8071147008,0.0,-727.3476325671808,2
209,1164060.7381012102,93124.85904809681,1070935.8790531135,56.315137565504386,12.84013552759312,6.920415701507502,347.57016020717305,6.500043766730525,44.47686493087815,7.102737258301457,0.0070362931906324516,-366.0304875276477,1.0057850721225159,1.0338925511507615,-48.47233350562172,1159259.271065314,0.0,338.7205662562669,3
210,1164350.373572489,93148.02988579913,1071202.3436866899,-8.932704856852867,435.5665113248766,5.776703897547529,-210.81783477591054,6.279480885889043,-574.2281305106764,5.959025454341484,0.002222792989718218,-1041.4785901571988,1.0052960772635569,0.9236352115943072,-22.041151178144098,1163731.433680849,0.0,-446.61422712868153,4
211,1168172.0637448488,93453.76509958791,1074718.298645261,-6.2632766147675785,3.4733446150874894,5.4952913855822025,226.4840583658981,2.8366440538604016,-2.2646181830681527,5.6776129423761565,0.003749552268020443,-318.8023430184504,1.0017301526799698,1.0916591688570656,-70.60973281483913,1164194.0450364142,0.0,-301.20319067889096,3
212,1172326.7167603332,93786.13734082665,1078540.5794195065,-4.241959511793193,15.356810406241115,5.8057910809931235,283.4976194726656,3.8860953954004964,50.540216491679914,5.988112637787078,0.010912154339082544,-324.11951723892486,1.0022115807216683,1.0203368713652163,-70.61060607826131,1167998.7702823884,0.0,-307.6023384092176,3
213,1177518.4709392248,94201.47767513798,1083316.9932640868,-8.384455175586494,1.6112371763319102,5.794387192494913,321.04228956925493,2.002635492515203,19.18785969034844,5.976708749288868,0.003053418409110057,-386.329118991708,1.0041144293816224,1.0207484736730692,-44.08083285149352,1172132.5993552299,0.0,-414.2241309998076,3
214,1182279.741816941,94582.37934535528,1087697.3624715856,-5.998509233094412,0.4327605547725253,5.858326741307563,327.59325119192675,3.1154925225427026,1.9397244463397794,6.040648298101517,0.038455987344567,-358.3893855162833,1.0009503267973856,1.0075236333133524,-18.984224783768205,1177340.5523300827,0.0,-367.0986827098032,1
215,1188918.9650917402,95113.51720733922,1093805.447884401,-8.82836912621494,1.4090522318642935,5.842338078298034,323.9696627109873,3.025989926507017,-5.056349035712055,6.0246596350919885,0.0012557366326190415,-437.12685150833624,1.0375647351544552,1.0543666790203043,-83.15727960201346,1182048.352836544,0.0,-414.84919544475156,1
216,1193575.1107513807,95486.00886011045,1098089.1018912701,-5.628954423125517,2.672333156622236,6.0407812608296085,383.78944096644284,3.5954411434450018,57.41072602359126,6.223102817623563,0.004575659158756253,-371.7819116525107,1.001455736632619,0.9590224385853552,-20.788795353389744,1188727.0245850584,0.0,-344.5585551300334,2
217,1199384.2363162376,95950.73890529902,1103433.4974109386,-9.412661136436668,1.4786919374665526,6.091581968588745,418.68057206486543,3.154431444808237,30.218797941800293,6.273903525382699,0.004061467085808431,-430.1765172776513,1.0046187951899637,1.001637638495957,-1.8770767043869503,1193347.8129716492,0.0,-455.7946858003818,2
218,1205490.666732994,96439.25333863952,1109051.4133943543,16.343054860280702,6.428922721150252,6.273939876318451,480.8843427717258,3.905587898109228,58.725078769393974,6.456261433112406,0.030644463626103173,-413.8133435127444,1.0013887989671573,0.9607291488419187,27.38471083537588,1199153.1985921778,0.0,-430.38470226999004,3
219,1213089.7719642622,97047.18175714098,1116042.5902071213,-10.3606178200457,4.318294622299891,6.149020040653499,446.99778438381855,3.0568510509246685,-43.31548110905757,6.331341597447454,0.0041069958463017696,-513.642264349489,1.023531093907533,0.9213872342624643,28.513291206539456,1205247.3456981727,0.0,-527.6757422720568,5
220,1218415.392873562,97473.23142988495,1120942.161443677,3.858417554549229,0.0,6.104355963815763,407.9556139240524,3.6850855806413025,-48.36046508206598,6.286677520609717,0.015180462770578633,-452.3895113059811,1.0026015814865483,0.9242037983176521,39.55844146645996,1212909.188698589,0.0,-384.8321698111467,0
221,1224084.3413566153,97926.74730852923,1126157.594048086,-5.047789827148155,8.695222322586611,5.883624410778372,287.1257396160716,4.276425850726928,-120.82987430798079,6.065945967572326,0.0058813914605481705,-462.623804639134,1.0151804627705787,0.9437127708295436,-14.819658148170154,1218193.8541901298,0.0,-374.4148069901566,3
222,1233927.3891642722,98714.19113314178,1135213.1980311305,414.07242020103985,35.56059069546208,6.239336616263259,379.6504750282512,4.88935560283196,80.829513089593,6.421658173057213,0.2426306526238315,-403.55939956771124,1.005923288435219,1.0945262018392916,-52.855392339669436,1223867.4032006783,0.0,-270.39037172914465,2
223,1258710.3616348365,100696.82893078693,1158013.5327040497,-8.7116072299937,375.18821073647473,4.71013728054352,63.57443807559169,3.8605816617127378,-353.63662764812165,4.892458837337474,0.007023192371735695,-530.179694023841,1.2418809576048648,0.9646979903015317,-28.28990121339444,1233405.851362408,0.0,-574.2428589067972,1
224,1264685.3820301564,101174.83056241252,1163510.551467744,-6.618203243488775,0.26839802955772285,6.174140936777671,469.9136527074916,2.327930886748205,30.151003895425262,6.356462493571625,0.004266702993207143,-473.84981797306693,1.0072231923717356,0.9645764699064537,17.405799016467366,1258446.2229514727,0.0,-459.809894559439,1
225,1270616.720098641,101649.33760789128,1168967.3824907497,-7.696619699254901,12.493756620103788,6.377433142764513,560.6614217349238,3.32337880301158,89.47937099787454,6.559754699558468,0.019269142871973798,-442.2663467424286,1.0043923730133164,0.9955318328101829,42.77954271972522,1264436.1486143603,0.0,-459.87897620127023,3
226,1278004.2711890102,102240.34169512082,1175763.9294938894,-11.890678621131665,0.05648358152228827,6.224158089520859,501.69186124060275,1.133338186614656,-74.463317114425,6.406479646314813,0.0013070305868235752,-511.74490565020494,1.0063914896003379,0.9959264603893414,88.40821258361639,1270323.1613959465,0.0,-594.9744339569426,2
227,1283267.0223901554,102661.36179121243,1180605.660598943,-10.033694939988251,68.45353160850176,5.6926074328968745,166.65573303282503,4.867614578705241,-337.0926117893,5.8749289896908286,0.003282314857818134,-447.82808041639265,1.0017070305868236,0.9186763514539001,67.02627205236628,1277729.9783047289,0.0,-370.4299419184522,2
228,1287157.2923839486,102972.5833907159,1184184.7089932326,31.319842969966732,3.0903413874685817,6.293968225581054,305.9548065362859,5.4610408596157995,68.84554189495908,6.476289782375009,0.005579421124287473,-320.1282908588805,1.0013288662578963,0.9983228789811048,-64.95728450194689,1283131.041571937,0.0,-48.78600063941267,4
229,1292845.049086397,103427.60392691176,1189417.4451594853,-16.541812689705132,2.420727524709712,5.874365285471753,242.38969102757395,4.731001346809568,-70.65545689618055,6.056686842265708,0.054004401113680336,-596.9553264840936,1.003307525079182,1.0303413490766484,-41.17400261500324,1286950.9998886005,0.0,-429.549661186763,3
230,1297321.6659782184,103785.73327825748,1193535.932699961,0.1789886874494524,0.5721950017157924,5.952018848922175,314.13060407594037,4.254168512405691,66.3201855236565,6.13434040571613,0.0037604990811129077,-445.3946235896507,1.0120478823190215,1.0571392754539937,-82.17324125666919,1292661.577699114,0.0,-263.15248647535,1
231,1302802.9902676463,104224.2392214117,1198578.7510462345,11.427443797047186,7.536690400211457,6.040816758007128,387.7447405393971,3.480974990747344,72.04194146174126,6.223138314801083,0.012213130002840316,-425.4556086427431,1.0039604990811128,1.090282694475155,-35.35455199690863,1297115.5887702876,0.0,-418.9114751716917,1
232,1309651.5295460934,104772.12236368748,1204879.407182406,-7.663451713456873,0.0,6.236797746981602,488.3517138495171,3.129700119414968,92.07028290990851,6.419119303775556,0.0016246489232507016,-431.79156718039684,1.011374976248851,1.060032724924881,-9.306711151093475,1302556.1444971578,0.0,-487.14874633556207,0
233,1316335.2874047526,105306.82299238021,1211028.4644123723,-10.893384438926775,2.1447812553960732,6.445891106373564,607.336686953626,3.1254980328118465,118.98497310410858,6.628212663167518,0.0011582824384544792,-451.9517012638286,1.0016246489232508,0.9173935841946048,59.26713369416935,1309418.667351831,0.0,-521.1548630652566,2
234,1324016.0537930594,105921.28430344476,1218094.7694896148,-12.292529905871795,13.241521700619302,6.665780411625986,761.6662923288054,3.1531468784754133,150.1848241197834,6.84810196841994,0.0066529771351027615,-500.885433069883,1.0008651387207859,1.051421022153157,124.24597643062512,1316069.521168606,0.0,-618.0373853526379,4
235,1333622.483567173,106689.79868537383,1226932.6848817992,-30.474116210191465,8.866743590685598,6.860959103612592,897.2052384138525,4.0443950226202015,118.29742438442803,7.0432806604065465,0.038020163352307755,-601.6709913496665,1.003604885438293,1.035706420596774,198.0121039042933,1323703.4004485514,0.0,-751.2536884896372,4
236,1343531.3503028895,107482.50802423117,1236048.8422786584,-14.240926861425548,2.4716741887789606,7.327130356646463,1482.3686754736348,3.654341566326377,572.2966934690966,7.509451913440418,0.004165229667488967,-681.5801808545273,1.0029994815160637,1.0247213552837289,264.48747737166025,1333321.856477146,0.0,-775.3985392879584,1
237,1362163.914633439,108973.11317067512,1253190.801462764,-30.32183281265885,0.0,6.385371542713302,588.2326163321902,1.583594673273037,-897.6077333302233,6.567693099507257,0.0010931116034012046,-973.5694903907263,1.0037635887688139,0.9229187592192482,549.2643661673603,1343170.711313109,0.0,-1513.222070109193,0
238,1358874.6442186614,108709.97153749291,1250164.6726811684,-6.548046048821897,626.8654870479361,6.09277909081049,-348.34870108515446,6.673296158187863,-936.581317417345,6.275100647604445,0.002629548095194144,-481.3665973961803,1.0010931116034012,0.9194998932396672,111.73845813184528,1361903.241889592,0.0,421.1135751298783,3
239,1362763.9218740887,109021.1137499271,1253742.8081241616,-4.359875639793811,3.3207628453772555,5.905311652310165,281.7931716382164,4.444865356336864,0.2763856754350247,6.087633209104119,0.003597929402637991,-351.3980994000884,1.0017168943479666,0.9644317534866816,-44.049170271595145,1358733.219562501,0.0,-239.4751302286624,3
240,1367442.9409733277,109395.43527786621,1258047.5056954615,-6.700743537114418,5.580532849631852,5.819911357334056,283.18389563383624,3.984497873143373,-4.930038849757485,6.002232914128011,0.030580852884852596,-424.9354178622258,1.002839367368831,1.04570675383018,-46.89626211629206,1362581.5963938513,0.0,-342.8547652577951,4
241,1373188.991563997,109855.11932511975,1263333.8722388772,-8.129721618907428,9.181860434392206,5.963076704935895,350.12907714361654,3.6552049165018072,57.364648660148305,6.1453982617298495,0.004973017830480955,-440.12254070711606,1.0282071156339856,0.990782037391821,-87.08790783810836,1367258.1140315647,0.0,-383.2003558303376,5
242,1378941.4579156465,110315.31663325171,1268626.1412823948,-5.5605959690665205,0.3024351535189449,6.087673685759822,425.615258721533,2.6933061066846413,61.30432114352446,6.269995242553777,0.007623660912619052,-407.12262951471166,1.002018368076055,1.0942022571025123,-4.367781527753319,1372972.22077104,0.0,-454.6268600564121,2
243,1385468.9788063893,110837.51830451115,1274631.460501878,-10.15015834706624,0.7953227695997329,6.080359710298655,397.8295556264147,3.6726705789699703,-30.088138248637367,6.26268126709261,0.0013312245316181434,-438.218693430696,1.0076733341152335,0.8842174989232177,10.727827470030197,1378704.693637611,0.0,-480.7966227020652,2
244,1390199.8669249937,111215.9893539995,1278983.8775709942,-6.669807850400984,3.07958908211678,6.113729918446828,419.3475531862832,3.486580425326041,18.722674790268833,6.296051475240783,0.016930630641172874,-430.5925014994733,1.0014514163895967,1.0586856970702456,16.09323922849586,1385283.5045788428,0.0,-357.0419064476658,3
245,1395753.8571401527,111660.30857121223,1284093.5485689405,-9.02044898357837,3.4986642927870535,6.2178199231045745,480.5145857636065,3.048984292414451,55.08744349520667,6.4001414798985286,0.0033930943429234138,-452.55291014256716,1.0052334549979172,1.0750174907801693,13.398748682202084,1389991.5718261464,0.0,-436.9531723025323,2
246,1402914.8334953946,112233.18667963156,1290681.646815763,27.819525095488125,1.5018501264026838,6.408797466843852,546.248092568172,4.109479704974185,60.23484251177797,6.591119023637806,0.017728620000627967,-451.3444415683582,1.0013960646082036,0.9917115576268734,59.21808992681294,1395534.7586586736,0.0,-486.71151369371086,3
247,1410668.8742758462,112853.5099420677,1297815.3643337784,-11.27883149118481,3.528407964959453,6.06111293742045,401.4073993260481,3.3121861147574605,-149.3425433685265,6.243434494214404,0.0024207586288463655,-566.8385089222289,1.017826428372398,1.0013259079433114,54.90360756083924,1402693.5141130486,0.0,-559.8085016583649,4
248,1415805.5040636302,113264.44032509041,1302541.0637385398,40.182578076052465,2.897708406131107,6.157313039404344,353.88895455819085,4.772959536440199,-55.046852732816745,6.339634596198298,0.06904509473293266,-435.4977046953178,1.002759349807364,1.101913197688514,14.988380114890099,1410505.9255852026,0.0,-257.2199343459335,5
249,1424900.142837759,113992.01142702073,1310908.1314107385,-8.946997158847584,54.75083739324316,5.7750824711545485,240.09341759156572,4.407664968781517,-121.69324537275594,5.957404027948504,0.0016868147461848305,-535.8508710218201,1.069248789078884,0.9905370868705103,-44.800751250815566,1415600.209757301,0.0,-365.99949782145586,6
250,1429243.6592913885,114339.49274331107,1314904.1665480775,-7.200017700050756,1.9310407521891892,5.788787351711788,308.9650764928702,2.87082849526441,8.12082150806118,5.971108908505743,0.0035904358410305108,-369.6374538434884,1.0019203248262853,1.0958110006819002,-35.59126139468559,1424708.42044179,0.0,-343.45248655997153,4
251,1434123.0975413362,114729.8478033069,1319393.2497380292,8.53803545368891,5.916594658502654,5.647706072536316,249.85091434889986,3.5201398896936853,-65.04520289615954,5.830027629330271,0.02417988083115637,-371.13441869484654,1.001913686039296,0.9175462304553257,-28.466257988867742,1429034.1361871623,0.0,-356.74757519971797,5
252,1439060.9752674096,115124.87802139277,1323936.0972460168,-7.247625299840928,28.196304466399557,5.725288599265209,242.4571928766493,4.159890724650964,-18.310316130753183,5.907610156059163,0.009051416895050375,-416.0140189315587,1.022787453454445,1.0719780925431988,-110.07059547936568,1433947.9596136082,0.0,-315.66247361773856,6
253,1443669.5894801694,115493.56715841356,1328176.0223217558,-7.059959965391889,1.3665794739521044,5.6624043241398185,269.669925931177,2.8997688925439014,-6.983571411871863,5.8447258809337725,0.004399899001672576,-383.9970308851756,1.0041285462156406,0.9828403231574885,-56.026532521028564,1438879.6248491239,0.0,-362.1483344225477,5
254,1447906.2677792052,115832.50142233641,1332073.766356869,-6.677140498390404,4.679309497625626,5.629295830005911,260.6083176517332,2.882431626733519,-15.428187753395857,5.811617386799865,0.00802064437783311,-366.7319577091118,1.0045240820082084,0.948065492231123,-56.90459159705394,1443506.597538203,0.0,-332.3241050642633,6
255,1452169.5942159845,116173.56753727877,1335996.0266787056,-4.756353112479102,1.2703260394903897,5.774099937125475,292.13568723861914,3.3917841384960106,20.848060089260166,5.956421493919429,0.004895236544754359,-363.08569310093606,1.0034107020351706,0.9797238169219807,-56.44285855240213,1447744.1511430647,0.0,-321.04942817498835,3
256,1456845.573289184,116547.64586313472,1340297.9274260493,-7.578030231139007,1.4851791268402352,5.838077591651638,331.69486047563015,2.4357366043340574,35.288847197520816,6.020399148445593,0.0009316646173001296,-385.14341496442745,1.0048224725934098,1.0678507174917538,-48.94517968986376,1451992.2689387838,0.0,-369.5781718540941,4
257,1461952.0600431021,116956.16480344818,1344995.895239654,-8.404116308866488,2.7307987914878105,5.806477999220554,319.5517206231996,2.556798148831982,-17.628318979270816,5.988799556014509,0.0020013756984719475,-372.6642313281951,1.001388398310239,0.9381310735181934,-15.09823401943128,1456652.506547137,0.0,-409.77165762462533,4
258,1466499.0765675376,117319.92612540301,1349179.1504421346,2.5242768381467187,5.035455929896537,5.976423210485822,361.2238010171256,3.4905713917906183,34.94128160243818,6.158744767279776,0.012722133531872853,-365.28536058686433,1.0012304895235091,0.9466476080051881,-19.87360971507447,1461778.392516175,0.0,-336.54658799239417,5
259,1472584.8531169146,117806.78824935317,1354778.0648675615,9.704767375907124,0.30917729644994507,6.060598924369157,399.32739438698627,3.3777473601512664,28.068137439964193,6.242920481163112,0.04211112569862392,-433.3175219244926,1.0095097640540038,1.0387821839733697,-18.662506885647417,1466277.3136112983,0.0,-434.30488610389267,2
260,1480723.8198610628,118457.90558888503,1362265.9142721777,-13.312238401689008,40.031750787039755,6.228971631791914,446.88303840830054,4.1001701253794485,45.246466724863964,6.411293188585868,0.024836329037934982,-482.76499129620106,1.0421607989012383,0.9639698280808703,-45.57536979240571,1472329.0454825338,0.0,-477.58925621225643,4
261,1487312.1209415386,118984.9696753231,1368327.1512662156,-10.766520771238474,0.8707966627959149,6.398306009573915,596.4373282386788,1.4791134731070958,105.52253904333868,6.580627566367869,0.0007534747287608763,-472.64482913756297,1.001805445705613,0.9632974553754261,59.65625396516959,1480487.3078714216,0.0,-536.3003987472276,1
262,1494856.6044133853,119588.52835307083,1375268.0760603144,-3.4928768160643884,2.319761677790334,6.753004255768522,834.3486753398251,3.103678471957968,236.04055043835064,6.935325812562477,0.01866624786184793,-487.77710625002504,1.0007783113300681,0.9877440223519939,118.04425460018257,1487052.9695715583,0.0,-587.6572060074263,1
263,1506261.5511845683,120500.92409476546,1385760.6270898029,-11.451770884338123,0.8758281921278734,7.0144586965379965,1090.819601129716,3.0812044701123114,253.15116411210093,7.1967802533319505,0.013313322041088293,-655.1906684269836,1.0147783875847904,1.0128664131521083,205.0897237147841,1494525.2208697996,0.0,-871.1184738744628,2
264,1519675.9282568567,121574.07426054854,1398101.8539963083,-16.322594200660628,1.290611177772482,6.757974507681991,805.985245551432,4.005721768490373,-287.7101837704123,6.940296064475945,0.004872277971729447,-788.2249678568335,1.0111240911397592,0.8855467237766663,332.525187645184,1505941.8541924793,0.0,-1016.0301479935644,3
265,1522896.8213462012,121831.7457076961,1401065.0756385052,-144.83593993842527,2.9883687864113826,6.463150107921185,556.0879598979166,4.442526331734738,-254.18789683128725,6.645471664715139,0.37834392732007593,-663.3122843674611,1.0034787966427394,1.072791824094378,211.97857733110996,1519565.760998015,0.7105312129479178,-320.4162382071177,1
266,1549744.1894097922,123979.53515278337,1425764.6542570088,-4.225593199196922,9.243893402996193,7.029109976949201,835.524576013837,5.681880120765623,275.4482473295091,7.211431533743156,0.0011391931640218145,-606.8537505827319,1.3746394610970456,0.9989340838990961,37.336901565436406,1522692.6199883483,0.0,-271.7896161065981,2
267,1561897.078310242,124951.76626481937,1436945.3120454226,-2.646085201157259,0.6493598785194823,6.452319460394761,580.9849813387098,3.9738054063868695,-265.78348807812336,6.634641017188715,0.0072666628032129355,-916.128205869275,1.001364029765329,0.9514590459650648,231.2651748745055,1549392.653301058,0.0,-901.4463748978995,2
268,1570133.789982014,125610.70319856114,1444523.086783453,29.673277600309326,10.30566619541736,6.937000288948352,655.6194011618005,5.924409377863997,71.98505994457118,7.119321845742307,0.008843666716417422,-558.3794518476225,1.0070352039328878,1.005157035461266,84.3702193546909,1561646.2368870357,0.0,-238.43390311314928,4
269,1576317.3416568297,126105.38733254638,1450211.9543242834,-7.388829257200877,162.45774456304375,6.788696181989697,531.7456371204282,5.874957973236335,-138.17943023678959,6.971017738783652,0.0059195218567245226,-875.7902412545817,1.0030039951585306,1.0124305034506835,143.2054089232602,1569752.3690459598,0.0,-628.4124256451958,3
270,1584081.6530189293,126726.53224151435,1457355.1207774149,-9.884401057198334,0.953041440210824,6.755874319687635,831.8724439304757,3.303882100146905,134.6690622470039,6.93819587648159,0.009625200055182742,-588.1951164623355,1.0034719470060798,0.9311660823442093,155.9269835946002,1576030.9460913525,0.0,-599.1759916827393,3
271,1594499.7355684838,127559.9788454787,1466939.756723005,-15.92433622886825,8.923151799562717,6.707836628949456,732.3800251835826,4.459188284431941,-103.44546018710392,6.89015818574341,0.005279767696986032,-665.0242213193072,1.0085439092818078,1.01916182150115,208.1529431949619,1583737.571331393,0.0,-764.9371948710157,4
272,1600763.7394521723,128061.09915617379,1472702.6402959984,-7.826595484556676,0.824977490077746,6.536073241653913,657.307723001743,3.4740060881555452,-87.99545398140246,6.718394798447867,0.0060602800907997275,-622.0440498338668,1.0035010519031908,0.9217520772845501,179.63790926352561,1594311.6128704434,0.0,-481.5007467164807,4
273,1609338.8432211245,128747.10745768996,1480591.7357634346,-4.973126558925291,0.09830738873507983,6.712236904731167,594.585813174157,5.428566461956067,-67.54688731766336,6.894558461525122,0.03332569195554787,-576.4500425132896,1.0063199585902225,1.0187092747521311,130.65420672216754,1600489.6628759317,0.0,-456.29904791760083,1
274,1617113.0729212142,129369.04583369714,1487744.027087517,-12.005359884615856,69.43970049816613,6.79829639375639,712.384690149105,5.214578766772608,116.70056958621255,6.980617950550344,0.002740065249389891,-772.2288824706036,1.033350528556855,1.060639972184916,54.40184021476194,1609051.1486210746,0.0,-474.83370041920216,3
275,1627925.8762702402,130234.07010161922,1497691.806168621,7.275198664607625,8.307126670274167,6.539774925198439,624.2914057981278,4.217142756594769,-160.53298484914322,6.722096481992394,0.017270632929796217,-719.3683032871058,1.0027522030257636,0.8942744021536075,200.8342345755123,1616754.7446759143,0.0,-793.3442293449405,5
276,1635954.2473625464,130876.33978900372,1505077.9075735426,-8.779648245905543,9.966286831053438,6.7403909549858545,628.2734159563524,5.38274105159776,-9.325116512049359,6.922712511779809,0.0038100721674618186,-587.8445033221691,1.0093131138101696,1.0103942657305334,108.23837822632673,1627664.7300269727,0.0,-390.31843694742224,3
277,1643156.5288180595,131452.52230544476,1511704.0065126147,-8.097418298823506,2.5827224513624394,6.5127104979433925,603.2051801240721,4.2548278871499425,-38.03452266333397,6.695032054737347,0.007308762084494434,-693.1807579199136,1.0024301771957498,0.979870251638899,131.98815638176427,1635762.032798778,0.0,-517.910468348652,4
278,1649808.515121405,131984.6812097124,1517823.8339116927,-2.0014481386523606,1.2156345167172216,6.8011259117214165,849.1126424839503,3.906932375331532,239.32473990851622,6.983447468515371,0.005977729866529206,-590.0998082629301,1.0072931859750835,1.0130538347811842,101.8042968100343,1642950.2857478652,0.0,-477.4066452417202,3
279,1660848.8942941115,132867.91154352893,1527980.9827505825,-16.92487205335005,0.0,7.008367690802895,1090.9582565232276,2.700668931441825,237.62997952255938,7.190689247596849,0.0018790852842847424,-688.1921252885844,1.0060543277114857,1.0085469615625737,224.50499689058398,1649496.3019218203,0.0,-872.086618339213,0
