# experiment1.py N=100 T=1000 alpha=0.08 b=0.015 Bank02__max_failures_allowed=1 Bank02__sector_A_i0=500 beta=0.02 default_seed=18776 eta=0.2 Firms02__A_i0=1.0 Firms02__K_i0=5.0 g=1.0 k=1.0 lambda_param=0.3 phi=1.2 r_i0=0.02 rate_for_Bank02__deposits_and_networth=0 threshold_Bank02_rupt=0 w=1.0
  t,Bank02_L,Bank02_A,Bank02_D,Bank02_PROFITS,Bank02_BD,Firms02_K,Firms02_A,Firms02_L,Firms02_PROFITS,Firms02_Y,Firms02_R,Firms02_I,Firms02_GAMMA,Firms02_U,Firms02_DK,Firms02_OL,Firms02_GAP_OF_L,Firms02_DL,Firms02_FAIL
570,4243146.519199791,339451.7215359833,3903694.797663808,-8.32801643426458,3.1522088181006955,5.8964366822322924,347.4580320754106,2.7899991539715168,35.82209814198141,6.078758239026248,0.002777169670247051,-418.77963409644013,1.012963484461993,1.0029696298796509,-62.61558228701066,4237338.425408395,0.0,-418.1550571371125,3
571,4248291.770237854,339863.3416190283,3908428.4286188255,-7.194121460469383,9.65460376370918,5.58774752045754,231.56189096210687,3.571540213477703,-122.04834993140466,5.770069077251494,0.010827581655933265,-384.3926786302657,1.0013891233879264,1.015390079122058,-6.844110300240991,4242950.97757991,0.0,-401.6107097904547,6
572,4253189.870968768,340255.18967750145,3912934.681291267,60.00019347322946,12.428925637711174,6.024633983561565,286.61407647560503,4.843211757521812,39.39758174978894,6.206955540355519,0.021382963917789818,-365.6713361637603,1.0047809017676903,0.9255341839459272,-73.19899432607494,4248128.162651676,0.0,-216.95022392890422,4
573,4260433.850397612,340834.70803180896,3919599.142365803,-7.6623026731935315,4.371787295491077,5.849395182770525,308.6358302856523,3.6477605497427827,5.592828172336227,6.03171673956448,0.0095759260208921,-490.70059899504105,1.0101612636686617,0.9971995595769314,-72.00329482343156,4252978.137321872,0.0,-431.9999027938311,5
574,4265248.214901607,341219.85719212855,3924028.357709478,-7.925283522087703,4.173684059161957,5.771699451015532,300.083552005384,3.044493006694302,-17.924065575759272,5.954021007809486,0.0022544904805765695,-406.4753828094677,1.0059685811560082,0.9170160619178138,-42.81593311668859,4260274.895379261,0.0,-377.8401421023892,3
575,4269617.369945006,341569.38959560054,3928047.9803494057,-5.201014052394709,7.041811842649184,5.332253858916856,174.57667056359332,3.4759062093254784,-132.6805655009526,5.514575415710811,0.011723363913863551,-365.8923351712808,1.0020571943892613,0.9875764687418699,-33.02867031328938,4265100.27904878,0.0,-331.05977843020855,2
576,4278028.178885375,342242.25431083003,3935785.924574545,359.2408182296766,0.0831233055849907,5.923679270666403,269.06729401989577,4.651262878297006,85.4488116136532,6.106000827460358,0.05765134151194004,-333.53323285471515,1.0112857374032336,1.042015214334315,-120.37900739403477,4269485.836427624,0.0,-194.00155247790684,2
577,4288692.585523912,343095.40684191295,3945597.178681999,-9.249988126457136,103.95868152328578,4.908464084517193,130.6146568755321,1.5720655368686625,-140.53576044994873,5.090785641311148,0.0009327630648391245,-481.5388590422583,1.05091210877061,0.9998228429658346,-100.74791285038461,4277743.720410728,0.0,-458.49346955651396,3
578,4292497.65051812,343399.8120414496,3949097.838476671,-5.839480217295579,1.0718442511050488,5.514930019420927,236.89824199847055,2.4401144042729705,-0.6750964003473165,5.6972515762148825,0.002738051951802054,-316.4276341696471,1.0011966758095414,0.991580783106916,-64.07757686964342,4288553.3340252405,0.0,-302.19249415990106,3
579,4296823.269881294,343745.86159050354,3953077.4082907904,-0.5621224051897915,0.0,5.834540957491728,307.44654023383697,3.5398342739378297,66.47645398426123,6.016862514285682,0.007108455556907495,-331.8115431491214,1.0029240161989976,1.0138638964482567,-69.32346268186211,4292342.312373198,0.0,-313.42162982481443,0
580,4302297.231594377,344183.77852755017,3958113.453066827,-8.368768582236108,0.37295741436430263,5.898419167088353,354.21430049255673,2.3269420404370806,46.76776025871991,6.0807407238823075,0.001697314906528714,-392.1621535716522,1.0071084555569074,1.0695307737490498,-50.25440574045741,4296625.951421695,0.0,-424.1773999585556,1
581,4307446.177333962,344595.694186717,3962850.4831472454,-8.440884277328363,0.891415722312686,5.65724748950521,276.19014177547655,2.319364320614203,-79.39711613144443,5.8395690462991645,0.0014632699035271417,-375.8272833076242,1.0017274347821368,1.0148739315565207,-7.08335278922953,4302114.359154775,0.0,-411.0944536342316,2
582,4311328.136899471,344906.2509519577,3966421.8859475134,-7.574712702977621,1.7995281452928706,5.948048342286367,309.41647476864307,4.298490659269223,30.334917270853953,6.130369899080322,0.24185441729677423,-339.2202660892095,1.001466404621708,0.9584522689991732,-44.45769513555507,4307304.852445301,0.0,-247.48809778162084,2
583,4330298.632752985,346423.8906202388,3983874.742132746,-8.822002677603793,78.90702308124169,5.589802186266992,254.36990696397922,2.588722688746383,-58.84609594995691,5.7721237430609476,0.003919914006470166,-472.4377155411441,1.239383295436173,0.9860101957159499,-80.96693098882989,4311134.987761453,0.0,-427.2665969711697,2
584,4335001.872263111,346800.14978104894,3988201.7224820624,-7.6864674193489995,3.8163184656826283,6.023850160885327,399.8265257102846,2.5907496724598036,64.54959566506366,6.206171717679282,0.007948936216726666,-371.8847190932534,1.0015718256591863,0.9817310702889619,-16.78110555964797,4330137.935108625,0.0,-375.567837410808,4
585,4340807.342930449,347264.58743443596,3993542.755496013,-9.30110041212107,9.981624080562398,6.147366628345124,444.15282293331575,3.1498206887684987,36.50997875734835,6.329688185139078,0.0044319218069670645,-413.48777319281277,1.002228271927839,1.0495376121887852,16.701305082122587,4334812.938717112,0.0,-462.8392915066103,4
586,4346587.778985291,347727.02231882326,3998860.7566664675,-9.46077780612962,1.3958809318837024,6.186136124947637,477.8254874836317,2.0967016383160417,19.69104046975355,6.368457681741592,0.00114375814583838,-439.90303717202397,1.0018445843201214,0.9778628926841995,43.377590927081485,4340628.221441578,0.0,-467.2716032972445,2
587,4352746.274239482,348219.7019391586,4004526.5723003238,-6.709532212928243,0.7679754034196868,6.348617973475924,524.9291725176216,3.84530360903728,43.70780410210635,6.530939530269879,0.014530793793664334,-437.6954469588381,1.001331630872182,1.0185331201888341,57.19226424412081,4346407.840824313,0.0,-454.7575412320273,1
588,4359723.661760453,348777.89294083626,4010945.768819617,-0.9882330568380127,14.314643149452996,6.6265509852670474,710.6479997584913,3.789315201472969,183.95085183745005,6.808872542061002,0.018738833965031752,-523.3260861790139,1.0142641024546035,1.0684186157987257,52.94868374939186,4352573.000636295,0.0,-518.7364712494216,4
589,4370405.528145997,349632.4422516797,4020773.0858943174,-16.106613108234697,1.6585363773284827,6.670786199601788,768.7371505129668,3.009562887221593,39.774507605021995,6.853107756395743,0.004012295193687977,-624.8858386995199,1.0185165927202842,1.0335452141083916,136.20156519401598,4359459.771222597,0.0,-811.3090786907726,2
590,4378121.194007316,350249.6955205852,4027871.4984867303,-12.355636808605936,0.0,6.690851842391247,799.2110728379263,1.7572761969906268,26.81538594763133,6.873173399185201,0.003215348603939536,-605.7730151954464,1.003840954608595,1.1168340178686142,192.52866828727244,4370212.734082504,0.0,-623.0556438994079,0
591,4386053.705009176,350884.2964007341,4035169.408608442,-16.02501437022887,157.91303194971277,6.918515914576211,821.0929314542145,5.245579914095163,21.881858616288657,7.100837471370165,0.004071176147982286,-594.7787382232682,1.0032153486039395,0.9823133830227582,210.22896161656644,4377846.002980568,0.0,-615.797497168991,4
592,4397629.415009984,351810.35320079874,4045819.061809185,-18.889427156358053,8.20900664099071,7.363222597736144,1552.1389407732895,3.2096812753197703,569.1329773693611,7.5455441545300985,0.004811746355888409,-695.3806079794969,1.0017990825609253,1.007920854514249,306.21364445631974,4385862.8298213985,0.0,-931.0421323847519,5
593,4416772.274669806,353341.78197358444,4063430.492696221,-29.02877763575303,0.0,7.00529514487504,1093.7339644828821,2.165782822355087,-471.6139829313975,7.187616701668994,0.020883680557243125,-1000.7433374082678,1.0027799757155116,1.0756844514825343,593.2058990213409,4397374.544048575,0.0,-1554.7429009899336,0
594,4421827.451339127,353746.19610713015,4068081.2552319965,-7.826720626840353,9.553068354077407,7.468881567094004,1682.2542776817565,4.254066764283068,588.5203131988745,7.651203123887958,0.004355932513319772,-771.4679115532434,1.0208836805572432,0.9979379216220716,330.9874795025844,4416729.775756963,0.0,-291.1325020489002,4
595,4442041.76873283,355363.3414986264,4086678.4272342036,-32.93829748437496,2.376631145169968,7.6266395116838535,2040.9281438874784,2.4171697488460118,345.12079785164474,7.8089610684778075,0.004379334186812353,-1110.6816257906446,1.0025110053119104,0.9466768932143107,658.6397599706688,4421556.532345443,0.0,-1641.6653181795891,2
596,4461269.921400229,356901.5937120184,4104368.327688211,-31.146923129634636,0.6976639804663849,8.065181349944625,3171.5562443497197,2.320123162978469,1126.2514693170704,8.24750290673858,0.0021293550982362784,-1227.8545581046726,1.002722706313064,1.0649068060101707,834.0429199121444,4441810.254779115,0.0,-1559.9448369941451,1
597,4497012.694660029,359761.01557280234,4137251.679087227,-72.20169519688865,6.766815646618041,8.634669977881385,5592.884703637078,3.4142093053978964,2419.630795306891,8.81699153467534,0.024515532663388604,-1785.924638821649,1.0022752831186517,1.0039157963382634,1399.571297709795,4460996.13549012,0.0,-2907.7884985372725,4
598,4563713.251492228,365097.06011937826,4198616.19137285,-108.82769853941521,0.8014389774846054,6.873735659864567,943.0786102953974,3.155890496822165,-4660.572908988295,7.056057216658522,0.0018714021422681112,-3015.8140603876163,1.0013729117848442,0.9847995552632988,2618.0522663993797,4496686.323975041,0.0,-5425.010059454348,1
599,4576736.383596859,366138.9106877487,4210597.472909111,601.357074013403,1.175938046652509,8.616921497399371,1085.7973771078516,8.398084394330652,140.9173278349693,8.799243054193326,0.0021122488192628166,-678.5457876322321,1.0017684521376176,0.9873522002933931,286.9285918216424,4563622.015727389,0.0,3997.2782723638084,1
600,4583153.416718441,366652.2733374753,4216501.143380966,-15.437647837304285,464.1745659140425,8.28726176412943,-85.36319770613899,8.308520341684021,-1173.3365128606433,8.469583320923386,0.00603542936669838,-5212.411941516857,1.0022562787513232,0.9253338674344126,316.7178127719374,4576354.4759223275,0.0,-918.35014307626,3
601,4588881.874543145,367110.54996345163,4221771.324579693,35.708013215859225,17.07961142729777,6.566961988964939,550.7118000282436,5.078257221305971,168.90043182034046,6.749283545758894,0.02316679898100273,-408.9038696938649,1.004601755695425,1.0957165343464659,-3.4326196745282114,4582951.94050631,0.0,-273.129269304478,4
602,4599114.273852007,367929.1419081606,4231185.131943847,-14.686361102903938,13.639494754017273,6.392698535744171,588.2548649765864,2.220488146036635,16.463453521044837,6.575020092538125,0.0009630071153356615,-641.0581596560299,1.0215347304115487,1.1270405061479885,49.899701045638395,4588563.138341453,0.0,-726.9489846456574,2
603,4606040.204928407,368483.21639427263,4237556.988534135,-11.193658117583388,1.6760223844027362,6.702700348224272,778.5078957629044,3.58614528334272,174.6135360323009,6.885021905018227,0.002937982427225365,-502.2549007305236,1.0012795780897197,1.0880345312589454,118.61526455507561,4598857.185944443,0.0,-531.912903007855,2
604,4615867.1487018075,369269.37189614464,4246597.776805663,-14.042994928835261,21.43229568655157,6.692920098646235,737.9033406244234,4.230782790039394,-44.280577522883576,6.87524165544019,0.015414882049388927,-615.7624080683609,1.0012329663039403,1.0549783680878144,207.28005038845342,4605709.65720205,0.0,-752.2518043156022,2
605,4623864.5246850625,369909.161974805,4253955.362710257,-12.750297110578584,45.739580621349575,7.089655456672046,1101.1180983125607,4.588800463022429,339.7824620015846,7.2719770134660005,0.005810725300374969,-626.0264295600072,1.0121289636883533,1.0849207482060095,166.72081310220054,4615569.375582089,0.0,-578.7580043324656,3
606,4638541.711698269,371083.3369358615,4267458.374762407,-21.940440560737336,0.029776800579539575,6.870389697072148,930.8741929499131,3.479691328373364,-218.98348598399605,7.052711253866103,0.003669989227303746,-810.5255975214317,1.0016849756041792,1.0177969575680057,388.78294279237303,4623442.927505988,0.0,-1162.3954339901356,1
607,4645209.563692058,371616.76509536465,4273592.798596694,-11.434423140252727,0.21978026669594541,7.004554237783119,992.3874154811506,4.6936522075701275,60.48344573065741,7.186875794577074,0.006303668117838441,-694.6282891529929,1.003694825828611,1.0473383630398456,272.8495678308789,4638255.914975282,0.0,-441.10069273619723,1
608,4654533.643752356,372362.6915001885,4282170.952252167,-15.371830788875826,3.258808979050164,6.728949304445262,817.367311011606,2.939205834263908,-176.2398847362406,6.911270861239216,0.0007271987701745781,-791.5110443225125,1.002389882340116,0.9320888602343578,308.2428971413021,4644857.100652982,0.0,-746.41293468322,2
609,4660482.481146538,372838.598491723,4287643.882654815,-11.333508848544769,94.30269364822877,7.006699374322712,951.6697256086944,5.026081079583204,129.04360561803793,7.189020931116667,0.005093521561088622,-610.6485236541723,1.0007920471123704,1.0727224936821238,230.05084714674294,4654196.688082276,0.0,-430.5346292149448,4
610,4673487.3060137695,373878.98448110156,4299608.321532668,-21.194847963262344,0.6680843767532779,6.79364318864913,860.6318250698502,3.450816501397983,-189.3405941870724,6.975964745443084,0.0052454948251757835,-739.1516129791789,1.004192644712188,1.098000897063571,331.87900303467757,4660134.064354949,0.0,-1030.093565125832,4
611,4679492.7770544095,374359.4221643528,4305133.354890057,-9.361048519401326,3.6187362816960658,6.972705697332746,1006.857224519273,4.098484143520896,141.55731507266975,7.1550272541267015,0.0020418055657389945,-660.1338316233677,1.0023237959573312,0.9732677672035588,244.76562223928863,4673254.566845904,0.0,-435.2397679707018,2
612,4690560.814497351,375244.86515978805,4315315.949337563,-14.111609378646218,9.492036757757347,7.061936721687046,1128.0479480048086,3.654666023753033,115.57198720383963,7.244258278481001,0.009105257334692645,-754.0240942897535,1.0021710681481795,1.0454812088650014,319.17750268211336,4679148.444985211,0.0,-871.2747574949057,5
613,4702139.247979291,376171.13983834325,4325968.108140947,-17.48137356974581,5.254565783196639,7.411970666144862,1617.382715201117,3.645534045395684,474.84273043855046,7.594292222938816,0.007517798334131648,-811.0918156832041,1.0056789491493447,1.0184915642610892,373.51798445405336,4690182.578953389,0.0,-907.7663947800722,6
614,4721047.844376621,377683.8275501297,4343364.016826491,-31.060661663997642,2.2488052786087733,7.073428066221196,1139.3602671216486,3.7093338104479403,-489.27701386266494,7.255749623015151,0.009808768318709828,-1052.9886728104623,1.005468138727192,0.9174757364122288,615.7880532391802,4701768.778497277,0.0,-1506.856219793114,4
615,4727744.751668541,378219.5801334833,4349525.171535058,-14.227023731724808,20.06750427559248,6.984720314887339,781.5511884966636,5.698612888215541,-364.0578839035933,7.167041871681293,0.004788427932925824,-812.0985296914504,1.0020178908094923,0.9252811683512084,386.3304956580033,4720718.066471562,0.0,-274.35708037483414,6
616,4733119.516749935,378649.56133999483,4354469.95540994,-9.96666263714167,21.28096787994547,6.837479279279053,729.1152043231513,5.31331095222658,-78.5034884491051,7.019800836073008,0.008541715026259644,-885.1987291453279,1.0026523023266347,1.0131826404211561,213.38982984585365,4727493.095354519,0.0,-262.1760397684682,4
617,4740441.811520158,379235.34492161265,4361206.466598546,-12.734166121875784,1.5962883346548349,6.477233592446017,573.3879330865378,4.340968782983395,-181.00823911655894,6.659555149239971,0.001150361322874565,-753.0079652810584,1.0039972421180314,0.9871480640943477,181.89220142220424,4732834.531470826,0.0,-523.2683770798174,1
618,4748167.808257281,379853.4246605825,4368314.383596699,47.35607387033717,0.10824322105645778,6.924297014902641,740.9961856825336,5.619252098400474,165.01196426134058,7.106618571696595,0.00842020897424544,-548.4348836264244,1.0012078500034007,1.0510918401598555,104.9992687931965,4740204.376204585,0.0,-296.2490617116145,1
619,4758553.601930477,380684.28815443814,4377869.313776039,-14.628637649525164,1.0687370641022746,6.7976869707253735,878.7555044399946,2.834238705155172,136.65107553640493,6.9800085275193275,0.02126737926587712,-876.529421764842,1.0085421797900607,1.0519002149170305,145.08303264973543,4747867.727211598,0.0,-762.590401851161,3
620,4769104.976587799,381528.39812702395,4387576.578460775,-16.224327691903305,0.10979521082013433,6.8809508257740415,956.210569859549,2.853075251262255,73.3863283554515,7.0632723825679955,0.0013968072572908357,-675.0313017032596,1.0180596800391966,0.9506585336598631,231.12549716268464,4758202.707172841,0.0,-792.9305999712693,1
621,4778639.380647303,382291.1504517842,4396348.230195519,-15.842622798630941,3.257987297217112,6.506335533963066,624.5623578207251,3.8023572337245337,-332.75800724964336,6.688657090757021,0.011573488480875482,-683.0865436342303,1.001421643858598,1.0209009997381042,294.69903238677966,4768782.910510865,0.0,-737.1174562498611,4
622,4784948.405401521,382795.8724321217,4402152.532969399,-66.89926102668785,59.45887939735177,7.096946974528696,751.227273566389,6.124782460788883,119.40692844844659,7.279268531322651,0.11426346903563023,-557.0763346471253,1.0024566615088402,1.0874445358747995,127.42664491082384,4778341.121025056,0.0,-178.02440543226092,5
623,4795827.4306234615,383666.1944498769,4412161.236173585,-16.923850220837814,0.39784307968816424,6.776143390322111,867.8723184597394,2.175758090816713,52.186165495998814,6.958464947116066,0.004011712408798692,-688.8849074052156,1.0201275618273697,1.0835541776126036,172.65299798733213,4784619.259897845,0.0,-843.9363165575709,2
624,4805213.817935416,384417.10543483327,4420796.712500582,-13.83522485590245,0.6688309010694093,6.8621421969750465,865.0674390049128,4.503625908130773,-5.202722534515031,7.044463753769001,0.0018608852622513715,-634.9266741868877,1.0021249948566255,0.9684037895461562,248.5597508952652,4795555.087464072,0.0,-675.8591385794288,1
625,4813100.742661944,385048.0594129555,4428052.683248988,-12.989143497823465,13.74440369187633,6.976269096647216,1037.0866599917165,3.521311399435448,170.3503900857342,7.158590653441171,0.00205119184396303,-714.9383016754391,1.0018857218635586,0.9620116115648293,245.26626883879004,4804948.465940104,0.0,-617.9361094337465,3
626,4827780.200626749,386222.4160501399,4441557.784576609,158.380510436635,1.1494621845671638,6.374816577599144,484.5854973415231,4.627834178385305,-569.2455663420694,6.557138134393099,0.037221981053557326,-731.2644952026989,1.0014664716960913,1.0054146586886867,342.9239677583201,4812808.644688504,0.0,-916.857510013742,2
627,4833154.941859848,386652.39534878783,4446502.54651106,-8.921300298618547,142.40130734357453,6.6987368511435905,240.36152572611311,6.347422059895186,-247.37343379997705,6.881058407937545,0.015237453627273662,-593.6382127287877,1.0369292168321955,1.0623954206954007,2.465622942703402,4827525.678639457,0.0,79.97764671849029,4
628,4838380.653214575,387070.452257166,4451310.200957409,-8.4519323452086,0.10541840287917115,5.901380557938842,351.2973058197822,2.6563684417785667,-35.46552724990547,6.083702114732797,0.001778830103299047,-409.38081723677567,1.0024086426889816,1.057552170709896,5.757753013409687,4832965.860392948,0.0,-413.9058156432324,1
629,4843028.340482144,387442.2672385715,4455586.073243572,-6.533397333176332,36.35495789338013,6.03980408067178,334.8665964202395,4.441994350931063,-17.536127802421877,6.2221256374657345,0.004000490002024152,-380.686270742101,1.001978830103299,1.0196771365906507,-10.0390810697198,4838172.844595953,0.0,-329.27307824946206,3
630,4848267.0958825,387861.36767059995,4460405.728211899,-8.039908233107697,0.940604553008429,5.959687401356252,370.05337467139424,2.858514213715564,-4.168179642225538,6.142008958150206,0.0030646001762427814,-412.6475460268702,1.0029694117981391,1.0170894565313966,-2.9707324878150785,4842828.3539954135,0.0,-413.5377529496231,2
631,4853238.433774113,388259.07470192906,4464979.359072183,-24.099104650771025,6.415226906520372,6.147444270113014,415.54076177863163,3.9508636355939193,42.54678255422923,6.329765826906968,0.05823784405234601,-400.5559598962541,1.0031142733788572,1.0800349212236766,-3.878012555277501,4848061.821194888,0.0,-375.6444166904629,4
632,4859355.369355242,388748.4295484194,4470606.939806823,-9.999150349573844,5.561609908379397,6.267042084110354,481.64552114730435,3.8126660923392683,55.68953246215212,6.449363640904308,0.005403386464756562,-460.55196510361736,1.0054022220974703,0.8746366526803167,13.24080437597985,4853003.142764279,0.0,-463.5978589970855,5
633,4865760.770569775,389260.861645582,4476499.908924193,-9.633465092887427,3.1734141029620266,6.073694426518878,408.88836229730737,3.2345043678540812,-83.3187687583763,6.256015983312832,0.00590051221622597,-488.6661719038676,1.0031092433815247,0.9693743840346358,54.84168462899598,4859105.823468776,0.0,-503.14346526973105,2
634,4871399.224363357,389711.93794906855,4481687.286414288,1.566169331973489,1.042417250874659,6.307289406684246,426.61216288092254,4.803560747190093,12.550386480653259,6.4896109634782,0.0034406308268576345,-432.2901814374368,1.005102284124712,0.9185317731295803,9.32171475968119,4865557.12359261,0.0,-326.5658764388491,3
635,4881231.739645399,390498.5391716319,4490733.200473767,301.3603721872644,7.541903724702923,6.553515175147369,557.922205387935,4.968313977029474,127.26762525613788,6.735836731941323,0.15278201198637245,-541.1262975263692,1.003597302516165,1.0133783745436866,21.968066263204282,4871155.516484589,0.0,-427.29459743895967,5
636,4897006.5372492485,391760.5229799399,4505246.014269308,-14.01704366438978,81.62201071672845,6.5069940816992515,598.5402110365243,4.266472441674744,28.076101923886068,6.6893156384932055,0.0038109091631741733,-698.8378351028506,1.1460294506820516,1.0809905031088092,14.618625387088967,4880869.122496613,0.0,-695.0287415115996,4
637,4905380.105972915,392430.4084778332,4512949.697495081,-13.587447978045498,3.1696253051679473,5.770700000551084,309.12418990474845,2.454275424270199,-375.038031848504,5.95302155734504,0.007996584725570908,-555.6706450617407,1.0032266380845765,0.8792668043008178,151.24292295320325,4896703.183717167,0.0,-676.4340676829493,2
638,4905907.127451646,392472.5701961317,4513434.557255514,-6.226943224850155,272.2214786501858,6.043208688613492,79.49948255686395,5.834059057505951,-234.7943326530524,6.225530245407448,0.005063544248363524,-361.126601062371,1.00361516350321,1.0993048163951085,-34.31271609969768,4905222.6665643,0.0,21.990847802126098,2
639,4911164.197877616,392893.1358302093,4518271.062047406,-8.566700286074388,0.0,6.012220220438556,406.6373941465188,0.5605490591184238,52.91643293946884,6.19454177723251,0.0003503267973856218,-378.81354392970303,1.0017439227402647,1.006901141960512,-8.376117469029452,4905725.682888592,0.0,-428.11749112887213,0
640,4916665.600677066,393333.2480541652,4523332.3526229,-7.394346722553603,0.0,6.146306706512427,455.1625343595586,2.4703795040117345,48.525140213039954,6.328628263306383,0.0033614659745529085,-384.3526703977222,1.0003503267973857,1.0043155757279958,24.036357735724657,4910975.237607726,0.0,-435.5174693502629,0
641,4922844.314495718,393827.5451596574,4529016.769336061,-10.203426860083676,9.7058073026202,6.0361325615648775,376.92087246024965,3.722105990610789,-78.24166189930877,6.218454118358832,0.004049014224997365,-430.403721029983,1.003361465974553,0.981532733509798,36.58574769869225,4916464.962481592,0.0,-467.1019268739064,4
642,4927837.102223275,394226.968177862,4533610.134045413,-7.13226846755674,3.6522619553257334,6.234051090314921,420.05189344143037,4.497192086110021,29.425213678560063,6.416372647108875,0.0024868407367494225,-396.0776518244357,1.001028338516078,0.9731634972880897,13.145885837725794,4922682.182450785,0.0,-323.58975686489816,5
643,4933523.284150114,394681.86273200915,4538841.421418105,-9.067510860855997,0.0,6.343250016445031,532.7841431935973,3.5795461180736816,104.07998779684145,6.525571573238986,0.0036478201373229043,-505.0688824432114,1.0021143161796788,1.0677665245573562,26.479596626928974,4927660.351269319,0.0,-440.57530070156764,0
644,4940817.838017282,395265.4270413826,4545552.4109759,-12.114428348997961,11.589224510481806,6.447586686691574,589.0658192790746,3.740318621886444,56.28167608547694,6.629908243485528,0.0008074033043925125,-495.46703162177283,1.003647820137323,0.9917227458126,73.17437376163751,4933297.777772661,0.0,-563.6897572288015,1
645,4947960.362539536,395836.8290031629,4552123.533536374,-27.633581059900383,0.9871068284258486,5.981534965087056,367.26718208703267,3.3597029151776874,-234.38786170252365,6.16385652188101,0.04899057587165091,-490.8912766145744,1.0006792853579614,0.8899943455650705,120.12996138682928,4940631.986959022,0.0,-571.7935457232973,2
646,4952553.834255619,396204.3067404495,4556349.527515169,-6.587859151041137,1.5614249890833098,6.187170110764316,338.212550853156,4.998933470558242,-32.041738062302365,6.36949166755827,0.0060113706841966675,-441.22527227729614,1.02095074747765,1.0337864352522292,-38.172752911899146,4947847.05452632,0.0,-178.2553380877201,4
647,4957041.014618876,396563.2811695101,4560477.733449366,-6.677708895126564,0.470370112530503,6.000992383870596,265.20598364994294,4.931760649674172,-78.56799219229622,6.18331394066455,0.0021405785980807075,-534.1970132566213,1.0059785056456159,0.9626873896740112,-28.267006138720607,4952402.382896127,0.0,-348.85087376580736,3
648,4962025.7605675785,396962.06084540626,4565063.699722173,41.25627201539761,0.18718410499760552,6.022486182121796,298.81751428412707,4.734316097605217,30.141160521653518,6.20480773891575,0.007699744628026547,-469.8137734478679,1.002148631063384,0.9449741174586541,-52.70689073948363,4956884.398843876,0.0,-245.3786730182419,1
649,4967606.220518724,397408.49764149793,4570197.722877226,-20.504958709204182,4.393978476279907,5.912143175984846,318.3935983175135,3.9338550748755066,18.388899928389005,6.094464732778801,0.04744866169393855,-467.62205294717404,1.0070911302670829,0.9815736019218549,-57.33670093852943,4961830.501082872,0.0,-389.5259959803061,2
650,4972407.363441454,397792.5890753163,4574614.774366138,-2.965706542817326,0.47214307073587136,5.86215690423066,339.4171315130442,2.4902512842078695,14.629554719250397,6.044478461024615,0.009316520551196052,-400.1802483963013,1.002515861527983,1.037773077294161,-26.637735333203093,4967421.822554483,0.0,-374.3065674016211,1
651,4977680.728248981,398214.4582599185,4579466.269989062,-11.66117643159429,25.061093009325482,6.076501711409763,383.70989767526663,3.947257203530643,42.820623091486816,6.2588232682037175,0.02664392403835834,-386.2968268120275,1.0093413571525032,1.0371584987271623,-30.219061912222408,4972201.156629123,0.0,-387.2100342859883,4
652,4983584.728136852,398686.77825094823,4584897.949885904,-8.787219866651846,0.7506434146763274,6.014437424424375,394.9840817924022,2.6610587061806346,-17.786908892189828,6.196758981218329,0.004395853004674441,-418.5757120048795,1.0028764928006126,1.013452651080723,16.642226997225904,4977474.609466467,0.0,-469.7909627280788,1
653,4988749.524656437,399099.961972515,4589649.562683922,-8.115791783448932,0.6115630334413811,6.094677569626153,402.1572599090769,3.7216797745010854,5.422534701998027,6.276999126420107,0.0015726191138923202,-410.7607704347486,1.0044206896059815,1.099830375412695,3.409570462061269,4983390.3201453695,0.0,-377.2888892675039,1
654,4994111.10433652,399528.8883469216,4594582.215989598,-4.218795738421711,1.4605596895151187,6.369746276302134,523.9817667021924,4.0931420340576565,120.21294375967449,6.552067833096089,0.02274370554834971,-427.08703186554806,1.0012480840388152,0.9597683038816528,18.55142843746108,4988552.419776166,0.0,-392.57233046048725,3
655,5002544.991301204,400203.5993040963,4602341.391997108,-11.540691619489975,0.5262799090307944,6.14738549889415,456.0729721780908,2.4354146329216184,-72.36935421361699,6.329707055688105,0.003974819571787331,-546.1907718384521,1.0229432599006036,1.0158570324842344,50.80839180995164,4993840.488298247,0.0,-603.861310509645,1
656,5007712.504329562,400617.000346365,4607095.503983197,0.84327985564458,69.63051328945237,6.436792399197513,497.4108079670683,4.844107932969364,39.81155587994685,6.619113955991468,0.01145108002312189,-437.4539452123777,1.0041748195717872,1.122457095119689,35.56585994381873,5002247.098407903,0.0,-351.3322712103668,3
657,5015642.122602956,401251.36980823654,4614390.75279472,-12.16070589810049,0.5654444627923207,6.418556967874561,606.7791839903902,1.8466489141350664,36.73786273386913,6.600878524668515,0.0024969462904748285,-522.8557818450186,1.0095221317336815,1.061391396611314,77.93499953564422,5007408.266477084,0.0,-613.8718389094938,3
658,5022854.389830956,401828.3511864765,4621026.03864448,8.221942985106887,0.6729684208032425,6.081620193149823,403.0054320254915,3.5476732083434643,-207.33919642769064,6.263941749943778,0.025276866147707903,-509.395711730307,1.0026846181975735,1.0220888093207665,116.69715160066251,5015361.235527132,0.0,-535.6561276050649,1
659,5028227.698363191,402258.2158690553,4625969.482494136,-6.386278909080618,44.71975926673681,6.37810231480907,413.2382694544259,5.168043534788359,8.559869008131095,6.5604238716030245,0.008792346528372132,-474.80204050083745,1.0240285576789174,0.9964480369227479,-33.46256070116383,5022585.400192364,0.0,-231.76076736713108,4
