# experiment1.py N=100 T=1000 alpha=0.08 b=0.015 bank_max_failures_allowed=1 bank_sector_A_i0=500 beta=0.02 default_seed=11879 eta=0.3 firms_A_i0=1.0 firms_K_i0=5.0 g=1.0 k=1.0 lambda_param=0.3 phi=1.2 r_i0=0.02 rate_for_bank_deposits_and_networth=0 threshold_bankrupt=0 w=1.0
  t,BankL,BankA,BankD,BankPROFITS,BankBD,FirmsK,FirmsA,FirmsL,FirmsPROFITS,FirmsY,FirmsR,FirmsI,FirmsGAMMA,FirmsU,FirmsDK,FirmsOL,FirmsGAP_OF_L,FirmsDL,FirmsFAIL
  0,15465.535670625672,1237.2428536500538,14228.292816975618,-14.745098039215693,0.012048310728712153,4.854235308107072,128.28255706691542,nan,28.282557066915412,5.036556864901027,0.0,-1137.2549019607857,1.02,1.1428294479553984,-637.2549019607847,5885.048341499094,0.0,-737.2549019607847,1
  1,24248.355907185,1939.8684725748,22308.4874346102,-14.336289141721487,0.0,4.862753113097577,129.37990975511875,nan,0.08530437747458652,5.045074669891531,0.0,-691.5198517084306,1.0002,0.9264477055749192,-558.2252463307865,15121.523067013979,0.0,-716.8144570860743,0
  2,32664.07505528139,2613.1260044225114,30050.94905085888,-13.739949629545134,0.0,4.883607526043906,132.10638250169671,nan,2.7264727465780005,5.06592908283786,0.0,-686.9121770997822,1.0,0.9540179303407336,-557.5322673446635,23912.891033693886,0.0,-686.9974814772567,0
  3,41128.84816147209,3290.307852917767,37838.54030855432,-13.820037724392986,0.0,4.8089541561067195,122.60332650245311,nan,-9.5030559992436,4.9912757129006735,0.0,-688.2754134730712,1.0,0.8890810964580136,-556.1690309713745,32310.10210995055,0.0,-691.0018862196492,0
  4,49385.6033225311,3950.8482658024877,45434.75505672861,-13.480416589484111,0.0,4.90078760767153,134.39558900827112,nan,11.79226250581801,5.083109164465484,0.0,-683.5238854734492,1.0,0.9939894941352209,-560.9205589709966,40774.9217492462,0.0,-674.0208294742056,0
  5,57975.45374312528,4638.036299450023,53337.41744367526,-14.024245584643525,0.0,4.928311745410106,138.1460895870642,nan,3.7505005787931465,5.110633302204061,0.0,-689.4200167263582,1.0,0.9700939799204995,-555.0244277180873,49013.31815834092,0.0,-701.2122792321762,0
  6,66489.76439615843,5319.181151692675,61170.58324446575,-13.900915351890962,0.0,5.046599648631584,155.49283426052244,nan,17.346744673458254,5.228921205425538,0.0,-691.2952670157551,1.0,1.0774379977104744,-553.1491774286907,57612.92986663836,0.0,-695.0457675945481,0
  7,75276.87785047616,6022.150228038093,69254.72762243806,-14.346307680518848,0.0,5.118806710091864,167.13580910371692,nan,11.642974843194432,5.301128266885819,0.0,-699.968639352484,1.0,0.9985294842644321,-544.4758050919617,66116.84854274346,0.0,-717.3153840259424,0
  8,84065.4333452878,6725.2346676230245,77340.19867766478,-14.34866203234552,0.0,5.124960130895337,168.16743683304875,nan,1.0316277293318241,5.307281687689291,0.0,-705.7901267740813,1.0,0.9571803316775122,-538.6543176703645,74903.31549374077,0.0,-717.433101617276,0
  9,92730.31855779681,7418.4254846237445,85311.89307317307,-14.146751367361588,0.0,5.145432823666269,171.64576094318943,nan,3.478324110140711,5.327754380460224,0.0,-706.3059406387471,1.0,0.9672678562638682,-538.1385038056984,83689.5615859506,0.0,-707.3375683680794,0
 10,101447.79178809817,8115.823343047854,93331.96844505031,-14.234718387671197,0.0,5.119773177431159,167.18826847913513,-2.215032124313642,-4.4574924640543925,5.302094734225113,1.0641201334923426e-05,-708.0451026938175,1.0,0.9749223934452838,-536.3993417506279,92336.47765361292,0.0,-711.5234268039586,0
 11,110039.93086089651,8803.194468871721,101236.73639202479,-14.027876455261659,0.0,5.248452207532491,190.27153957216285,nan,23.083271093027818,5.430773764326446,0.0,-705.9604652349598,1.000010641201335,1.0442232556414495,-538.6630467480015,101055.7386012204,0.0,-701.3938227630829,0
 12,119110.33633388781,9528.826906711025,109581.50942717679,-14.80882526202664,0.0,5.188702445246404,179.23583367349622,nan,-11.035705898666759,5.371024002040359,0.0,-717.3579920083043,1.0,0.9366230686870431,-527.0864524361414,109637.75098605921,0.0,-740.441263101332,0
 13,127701.03446288781,10216.082757031025,117484.95170585679,-14.028102686116322,0.0,5.115115530696873,166.0404981999687,-0.734969996941438,-13.195335473527377,5.297437087490828,0.00014945723279366935,-711.8401390589706,1.0,0.9906757894903663,-532.604305385475,118736.62727291773,0.0,-700.8044331603043,0
 14,136200.22413542608,10896.017930834087,125304.20620459199,-13.978687577847202,5.093584745626944,5.12050976973472,161.08426535620075,1.846315284469096,-4.956232843767944,5.302831326528675,0.002143244419348281,-706.2158987191258,1.0001494572327936,0.9545342309663651,-539.6958806733361,127318.58644550786,0.0,-692.5410433997772,1
 15,144935.63560110293,11594.850848088234,133340.78475301468,-14.337185056282445,3.9259141744217043,5.272268478893287,185.59733787503924,2.2257206455051346,18.41948777321142,5.454590035687241,0.004704387072203062,-710.989833967347,1.0003188416078734,1.0279378379906707,-539.671747044177,135827.82655348873,0.0,-707.5990991260431,1
 16,154013.17615639078,12321.054092511264,141692.1220638795,-14.817465172298634,0.0,5.0623496501811855,157.961234266784,nan,-32.56201778267689,5.2446712069751396,0.0,-722.1341750443388,1.0002,0.9144051839684831,-527.6109229948783,144554.69220600137,0.0,-740.8732586149317,0
 17,162222.6520864984,12977.812166919872,149244.83991957852,-13.64136586089761,11.796971584005,5.115475219999889,153.02433400761643,2.606799029075439,-4.936900259167503,5.297796776793844,0.0018284892874668008,-701.2028393556147,1.0,1.0410916449080152,-543.2416050888311,153678.2727336919,0.0,-668.6408215729377,2
 18,171109.40941387173,13688.752753109738,157420.656660762,-14.496266525204973,0.07666192417716189,5.114991344246533,166.24024173228938,-1.3505486497423305,-0.581063859332092,5.297312901040488,0.00022998061753320861,-716.5886842687167,1.0009035709310121,0.9764503535784599,-541.6829708530629,161886.42968594457,0.0,-724.5542281926942,1
 19,179762.83857808897,14381.027086247117,165381.81149184186,-14.12503841136682,0.0,5.171072409185135,176.10359136419228,nan,8.786687707725807,5.35339396597909,0.0,-710.5310008478418,1.0002,1.0385352654523408,-539.2140971913751,170788.51850009046,0.0,-706.251920568341,0
 20,188618.21318785675,15089.457055028539,173528.75613282822,-14.431640308861983,0.0,5.0555947985620655,153.0969217181747,1.3352387959038248,-23.00666964601757,5.23791635535602,0.0004826269695467092,-710.274017904319,1.0,0.9444469056253445,-534.1704265401268,179434.8114819193,0.0,-719.0607056120448,0
 21,196920.44191502238,15753.635353201791,181166.8065618206,-13.548679874780907,0.0,5.098766769082531,163.76264040544106,-2.8626940494001745,10.665718687266233,5.281088325876485,6.2616737808033335e-06,-704.1291256647977,1.0004826269695468,1.0272963929073242,-547.231300468384,188306.82569214812,0.0,-677.3215525405411,0
 22,205676.68374414273,16454.13469953142,189222.5490446113,-14.295807474021776,0.0,5.112378322285921,166.06484129281503,nan,2.3022008873740556,5.294699879079876,0.0,-704.1817696968579,1.0000062616737808,1.0221597320551947,-540.362014608382,196576.25521648073,0.0,-714.7903737010888,0
 23,214371.07073957985,17149.68565916639,197221.38508041346,-14.07284130643001,0.0,5.0916493661095785,160.59096620799562,0.72607756707374,-5.473875084819511,5.273970922903533,0.0007787962771746536,-705.2546428686302,1.0,0.9762401389886883,-539.1898015758154,205324.8904746613,0.0,-707.5568437560048,0
 24,222948.4627881562,17835.877023052497,205112.5857651037,-13.98877279137962,0.0,5.21553946785748,184.11111622334937,nan,23.520150015353842,5.397861024651434,0.0,-706.9794718391789,1.0007787962771746,1.0321403877762616,-544.3215484458048,214024.6216738902,0.0,-699.438639568981,0
 25,231995.96135383548,18559.67690830684,213436.28444552864,-14.696980241703987,0.0,5.220659223771559,184.35720212701605,-0.3581973210393063,0.2460859036666705,5.402980780565513,0.0012438317281934907,-714.2777803338977,1.0,1.0336170434148126,-530.1666641105479,222596.19778729475,0.0,-737.7979303492513,0
 26,240842.2054338623,19267.376434708985,221574.82899915334,-14.45372028570544,0.0,5.195043739785899,177.95952833784307,0.8823218244082667,-6.397673789172892,5.377365296579854,3.864256679052487e-05,-718.7727553030211,1.0012438317281935,0.9911233235826472,-533.7166180292154,231646.70208381835,0.0,-718.3199060598981,0
 27,249522.22428789546,19961.777943031637,229560.44634486383,-14.094345262365696,0.0,5.299002767078517,196.57465997222474,1.2704533166383984,18.615131634381548,5.481324323872471,0.00041213335238471176,-713.7475641478636,1.0000386425667904,1.054651608320239,-533.3715319143647,240484.76402746054,0.0,-704.9333864630353,0
 28,258600.9545951128,20688.076367609025,237912.87822750377,-14.810528213176932,0.0,5.2898330704991805,198.31031880369824,nan,1.7356588314735932,5.472154627293135,0.0,-725.4737461464597,1.0004121333523848,1.012189568281923,-525.3366190522404,249144.34915807768,0.0,-740.5264106588465,0
 29,267459.08934069343,21396.727147255475,246062.36219343796,-14.46226080911091,0.0,5.2076951175444055,182.67253387987338,nan,-15.637784923824874,5.3900166743383595,0.0,-721.377381624072,1.0,0.976110396318491,-523.0670628203735,258245.97315859792,0.0,-723.1130404555455,0
 30,276058.8483642608,22084.707869140864,253974.14049511994,-14.011308814531882,0.0,5.134143325348635,165.64753726928788,1.4039688582925105,-17.024996610585607,5.316464882142589,0.0002700798615282746,-713.5584891621598,1.0,0.9138795777900965,-530.8859552822861,267119.4629551336,0.0,-697.9207042383347,0
 31,284591.2652052696,22767.301216421572,261823.96398884806,-10.66844379206362,0.0,5.164580848700607,171.01961460490037,1.3723202166123658,5.372077335612576,5.3469024054945615,0.008286316423033605,-710.0560792844062,1.0002700798615283,1.0353868787475178,-540.3372155535397,275742.9754150418,0.0,-688.9597562122419,0
 32,293850.81170462264,23508.064936369814,270342.7467682528,-14.667752809544643,0.06992696292074552,4.981058114863062,140.90305059260731,1.5529397556366507,-30.116564012293132,5.163379671657016,0.0004860876975682664,-727.234714171911,1.0082863164230336,0.8560786688407264,-552.2706074044905,284257.82372904214,0.0,-728.6622993450036,1
 33,302045.76652277756,24163.661321822205,277882.10520095535,-13.413047725750886,0.0,4.96802210253201,140.63695103750788,1.1331256106218728,-1.336026518020171,5.150343659325965,8.468896854526184e-05,-697.8590377973726,1.0002,0.9379922726057665,-551.8860602418445,293540.5266174567,0.0,-665.7566347435805,0
 34,310517.9425206637,24841.4354016531,285676.5071190106,-13.83023644253817,0.0,4.939637136095825,139.71954118223644,nan,-0.9174098552714545,5.121958692889779,0.0,-695.9531960990769,1.0000846889685453,1.062649488735555,-552.2108976074207,301717.17659657856,0.0,-691.5118221269086,0
 35,318986.65048152267,25518.932038521813,293467.71844300086,-13.86231336325594,1.756717930812019,5.040352158915879,152.57333739368414,0.6683857330234239,12.853796211447694,5.222673715709833,0.0011736593429126215,-692.0819928133413,1.0,1.0103079666081078,-552.3624516311047,310183.29527134704,0.0,-691.1645829580692,1
 36,327753.1305986667,26220.25044789334,301532.8801507734,-14.309611395737193,0.0,5.0186062273187035,151.200417852856,nan,-4.129637471640054,5.200927784112658,0.0,-704.5375766818568,1.0002,1.0070034440033284,-545.2075213573604,318640.997855371,0.0,-715.4805697868596,0
 37,336259.42189385166,26900.75375150813,309358.6681423435,-13.899599249912997,0.0,5.038309126173864,153.4989372275337,-0.34233653527662355,2.298519374677688,5.22063068296782,3.747298558213577e-05,-697.822431148651,1.0,0.9363329992457012,-546.622013295795,327420.22861924494,0.0,-693.6927936770107,0
 38,344862.4685989415,27588.99748791532,317273.4711110262,-14.031139542642151,0.0,5.0206071245456645,150.66916275039725,-0.18140860552366725,-2.8297744771364988,5.202928681339619,0.00036281300902695076,-699.8134796268566,1.000037472985582,1.0501503283146454,-545.6044332116222,335909.089117415,0.0,-701.4018898138338,0
 39,353409.4166625561,28272.75333300449,325136.66332955164,-13.80641221754778,0.0,5.079750442649961,159.42994174688187,0.2654340404722599,8.760778996484605,5.262071999443916,0.0012563145324930372,-699.5676370516411,1.000362813009027,1.0272610128112227,-548.0643798277969,344514.5597801698,0.0,-695.9037681010576,0
 40,362180.862784802,28974.46902278416,333206.39376201783,-14.288863339175625,0.0,4.990967345031369,147.07863048541375,nan,-12.351311261468089,5.173288901825324,0.0,-706.986384802667,1.001256314532493,0.9036283377340592,-546.2524462154153,353045.9282655145,0.0,-714.4431669587813,0
 41,370552.63805579446,29644.21104446356,340908.4270113309,-13.668204524069239,0.0,4.982724505939836,145.87126788446093,nan,-1.207362600952879,5.165046062733791,0.0,-695.7615374649301,1.0,0.9536471300747459,-548.6829069795157,361832.3794755881,0.0,-683.4102262034619,0
 42,379053.53160194744,30324.282528155796,348729.24907379167,-13.879009871270009,0.0,5.061514077608505,157.8293013193363,nan,11.958033434875354,5.24383563440246,0.0,-695.1578561644532,1.0,0.9278131808585137,-549.2865882799923,370189.52609200357,0.0,-693.9504935635005,0
 43,387788.9442043278,31023.115536346228,356765.8286679816,-14.261898126335327,0.0,5.144365916956651,171.4627285857486,nan,13.633427266412452,5.326687473750606,0.0,-701.1368728818909,1.0,1.0381137946960273,-543.3075715625546,378685.2181298486,0.0,-713.0949063167664,0
 44,396628.38512315153,31730.270809852125,364898.1143132994,-14.431740275630188,0.0,5.18167453570413,177.98059646099765,nan,6.517867875248929,5.363996092498085,0.0,-707.9535865150974,1.0,1.0113754860859892,-536.4908579293484,387391.6795708334,0.0,-721.5870137815094,0
 45,405465.93089894333,32437.27447191547,373028.6564270279,-14.464891038172548,1.5065420497822486,5.028149151320154,147.4055117928822,1.6572193438767333,-30.575084668115466,5.210470708114108,0.0011692604760277384,-711.2125204527216,1.0,0.9087862255517164,-533.231923991724,396246.55914753984,0.0,-717.7303883279706,1
 46,413820.83022552106,33105.666418041685,380715.1638074794,-13.645213378493148,0.43762538505787996,5.112874520943566,153.77958171541312,2.5150867133583374,3.867527872748666,5.29519607773752,0.0007562446523773643,-702.5140580934528,1.0002753599025487,1.0136444042785988,-548.1696285340912,405134.8942171328,0.0,-669.8929877488719,2
 47,422540.2504338065,33803.22003470452,388737.03039910196,-14.229769687797306,0.0,5.0346388625393645,153.64409595283044,nan,-2.5731111476405255,5.216960419333319,0.0,-709.6314793672295,1.0004,0.9823551543846814,-545.4142722667585,413485.12202625134,0.0,-711.4884843898653,0
 48,431072.0221321812,34485.7617705745,396586.2603616067,-13.929423181019954,0.0,5.134974488181495,169.85998638226172,nan,16.215890429431443,5.317296044975451,0.0,-699.0442701986381,1.0,1.1124645327117617,-545.4001742458079,422201.0268258003,0.0,-696.4711590509977,0
