# experiment1.py N=100 T=1000 alpha=0.08 b=0.015 BankZ_max_failures_allowed=1 BankZ_sector_A_i0=500 beta=0.02 default_seed=17833 eta=0.9 FirmsZ_A_i0=1.0 FirmsZ_K_i0=5.0 g=1.0 k=1.0 lambda_param=0.3 phi=1.2 r_i0=0.02 rate_for_BankZ_deposits_and_networth=0 threshold_BankZrupt=0 w=1.0
  t,BankZL,BankZA,BankZD,BankZPROFITS,BankZBD,FirmsZK,FirmsZA,FirmsZL,FirmsZPROFITS,FirmsZY,FirmsZR,FirmsZI,FirmsZGAMMA,FirmsZU,FirmsZDK,FirmsZOL,FirmsZGAP_OF_L,FirmsZDL,FirmsZFAIL
173,1156837.1096022974,92546.9687681838,1064290.1408341136,-10.857414353390695,0.0,4.6890983277814,108.7550741554945,nan,3.002078974567156,4.871419884575355,0.0,-541.7653864793524,1.0,1.057145880705333,-436.01239129842514,1149920.7449510123,0.0,-542.8707176695348,0
174,1163528.8987878272,93082.31190302619,1070446.586884801,-10.925370098824063,0.0,4.623438555968466,101.84362574363601,nan,-6.9114484118585455,4.805760112762421,0.0,-543.2664259666359,1.0,0.9898669973392531,-434.51135181114176,1156574.6104503407,0.0,-546.2685049412031,0
175,1170056.9146413505,93604.55317130804,1076452.3614700425,-10.657985066976966,0.0,4.648256469371637,104.40279732304688,nan,2.5591715794108723,4.830578026165591,0.0,-539.8107017607068,1.0,1.0213026505479703,-437.9670760170708,1163260.1485518217,0.0,-532.8992533488483,0
176,1176716.6205156911,94137.32964125529,1082579.2908744358,-10.872989182596468,0.0,4.574729316386168,97.00177879093975,nan,-7.40101853210713,4.757050873180122,0.0,-541.0902875504123,1.0,0.9470469860035057,-436.6874902273654,1169780.5513831999,0.0,-543.6494591298234,0
177,1183208.9828226562,94656.7186258125,1088552.2641968436,-10.599775195045035,0.0,4.639659798059712,103.50912758662257,nan,6.507348795682776,4.821981354853665,0.0,-537.3897782843586,1.0,1.0241685776283045,-440.3879994934188,1176453.9834981782,0.0,-529.9887597522518,0
178,1189911.5801407609,95192.92641126087,1094718.6537295,-10.943016029557661,0.0,4.620450691939403,101.53978498117016,nan,-1.96934260545235,4.8027722487333575,0.0,-540.6434526822002,1.0,0.9954723738129345,-437.1343250955777,1182949.1918247358,0.0,-547.1508014778831,0
179,1196498.2757657436,95719.86206125948,1100778.413704484,-10.753788775480432,0.0,4.589238095505452,98.41941539359145,nan,-3.120369587578746,4.771559652299407,0.0,-539.6587813794739,1.0,0.9642137104727647,-438.1189963983038,1189657.5246364365,0.0,-537.6894387740216,0
180,1203051.7590464707,96244.14072371766,1106807.618322753,-10.699564539962118,0.0,4.725618978024707,112.80029767516528,nan,14.380882281573884,4.907940534818663,0.0,-538.0985965856846,1.0,1.1084012449528426,-439.6791811920929,1196241.58405978,0.0,-534.9782269981059,0
181,1209907.7155665692,96792.61724532554,1113115.0983212437,-11.193398400160914,0.0,4.701539489803153,110.11656535886985,nan,-2.6837323162954796,4.883861046597107,0.0,-545.2890377264716,1.0,1.0636521625288557,-432.4887400513061,1202769.7531476775,0.0,-559.6699200080457,0
182,1216538.1926974063,97323.0554157925,1119215.137281614,-10.825268785040564,0.0,4.520826647151583,91.91154500000918,nan,-18.205020358860654,4.7031482039455375,0.0,-543.9471715683237,1.0,0.8892768435614115,-433.83060620945383,1209625.8380317988,0.0,-541.2634392520282,0
183,1222867.028300025,97829.362264002,1125037.666036023,-10.332792820600659,0.0,4.641499791761846,103.69975905606387,nan,11.788214056054654,4.8238213485558,0.0,-534.8446613888934,1.0,1.0177172098570804,-442.9331163888843,1216280.6614594434,0.0,-516.639641030033,0
184,1229635.4838353181,98370.83870682545,1131264.6451284927,-11.05053964945951,0.0,4.626151485626923,102.12029545948911,nan,-1.5794635965747301,4.808473042420878,0.0,-540.7387684169205,1.0,0.9957461275380293,-437.0390093608572,1222592.200410428,0.0,-552.5269824729755,0
185,1236230.5111048387,98898.4408883871,1137332.0702164515,-10.767391460441177,0.0,4.5760444272071155,97.1294307997499,nan,-4.990864659739235,4.7583659840010695,0.0,-539.949036618633,1.0,0.9557715704855164,-437.82874115914416,1229371.3660208643,0.0,-538.3695730220588,0
186,1242753.1796652947,99420.25437322358,1143332.9252920712,-10.649254792580491,0.0,4.646190935218594,104.18737233992437,nan,7.057941540174504,4.82851249201255,0.0,-537.453604288764,1.0,1.027786901056192,-440.3241734890138,1235963.5116342856,0.0,-532.4627396290246,0
187,1249466.675993633,99957.33407949064,1149509.3419141422,-10.960810331980506,0.0,4.598537332541406,99.33890953711627,nan,-4.848462802808147,4.78085888933536,0.0,-540.9825750588509,1.0,0.9688033320819968,-436.7952027189269,1242486.0230078911,0.0,-548.0405165990253,0
188,1256004.6220341022,100480.36976272818,1155524.252271374,-10.67419761709278,0.0,4.581276193929707,97.63892092822181,nan,-1.6999886088944032,4.763597750723662,0.0,-538.5583436574469,1.0,0.9526370036439294,-439.21943412033056,1249197.9420668366,0.0,-533.709880854639,0
189,1262570.7244532173,101005.65795625739,1161565.06649696,-10.720167214882103,0.0,4.626727056693215,102.1790898653932,nan,4.54016893717143,4.809048613487171,0.0,-537.7083493529998,1.0,1.0052153916896227,-440.069428424778,1255731.247390721,0.0,-536.0083607441052,0
190,1269241.0773370129,101539.28618696104,1167701.7911500519,-10.89037205517514,0.0,4.6079677061437785,100.28014368667051,nan,-1.8989461787227286,4.7902892629377325,0.0,-539.9784338215854,1.0,0.9805170844933062,-437.79934395619216,1262290.9444068219,0.0,-544.518602758757,0
191,1275820.9200152932,102065.67360122346,1173755.2464140698,-10.74260029107003,0.0,4.638784270243376,103.41854212700727,nan,3.13839844033673,4.82110582703733,0.0,-539.0289607322242,1.0,1.0130022776182297,-438.74881704555366,1268974.5847011684,0.0,-537.1300145535015,0
192,1282481.692855605,102598.53542844839,1179883.1574271566,-10.874731167854584,0.0,4.509871123193434,90.91010155195104,nan,-12.508440575056202,4.6921926799873885,0.0,-540.5981599523925,1.0,0.8891713857461637,-437.1796178253852,1275550.512181049,0.0,-543.7365583927292,0
193,1288874.177719455,103109.93421755641,1185764.2435018986,-10.436709981796168,0.0,4.732006801503737,113.52315234113732,nan,22.613050789186254,4.914328358297692,0.0,-534.3439396648643,1.0,1.1321996370615561,-443.43383811291346,1282221.3544075184,0.0,-521.8354990898084,0
194,1295835.4057886014,103666.83246308811,1192168.5733255132,-11.365270316972877,0.0,4.68250906363121,108.04081405278899,nan,-5.482338288348361,4.864830620425165,0.0,-545.6504650594576,1.0,1.0468629926029316,-432.12731271832024,1288593.031270981,0.0,-568.2635158486438,0
195,1302418.8860195316,104193.51088156253,1198225.3751379692,-10.748539152538697,0.0,4.65806487255622,105.4318605361853,nan,-2.608953516603669,4.840386429350175,0.0,-542.9092959152832,1.0,1.0228390158288136,-434.86848186249426,1295573.0009855686,0.0,-537.4269576269348,0
196,1309021.5853736266,104721.72682989013,1204299.8585437364,-10.779917312807557,0.0,4.620602814981755,101.55523269712825,nan,-3.876627839057051,4.80292437177571,0.0,-541.6048191569814,1.0,0.9829427528207042,-436.1729586207963,1302158.1062836861,0.0,-538.9958656403778,0
197,1315585.0113717574,105246.80090974059,1210338.2104620168,-10.715797547967918,0.0,4.606040297628253,100.08704902971111,nan,-1.4681836674171578,4.788361854422207,0.0,-539.6665052374531,1.0,0.9802184634979544,-438.1112725403247,1308767.2321690365,0.0,-535.7898773983959,0
198,1322168.9481860278,105773.51585488222,1216395.4323311455,-10.74928459472655,0.0,4.615751814760163,101.06378122016677,nan,0.9767321904557129,4.798073371554118,0.0,-538.9324134037441,1.0,0.990179118562459,-438.84536437403335,1315327.890797944,0.0,-537.4642297363275,0
199,1328788.8177042229,106303.10541633783,1222485.7122878851,-10.80795023378856,0.0,4.623864961071918,101.88706164539408,nan,0.8232804252272551,4.806186517865872,0.0,-539.4207794989723,1.0,0.9930441363859732,-438.35699827880546,1321911.4425972358,0.0,-540.397511689428,0
200,1335411.8500308986,106832.9480024719,1228578.9020284268,-10.813114002736265,0.0,4.602604032350208,99.74371361197544,nan,-2.1433480334186132,4.784925589144163,0.0,-539.832419711586,1.0,0.9789238984669325,-437.94535806619155,1328520.835003716,0.0,-540.6557001368133,0
201,1341985.4131522519,107358.83305218015,1234626.5801000716,-10.732347953229166,0.0,4.605347904484718,100.01777342894943,nan,0.2740598169739976,4.787669461278672,0.0,-538.7607456948763,1.0,0.9763364368908066,-439.01703208290115,1335145.1055990786,0.0,-536.6173976614583,0
202,1348590.2681361514,107887.2214508921,1240703.0466852593,-10.783436708406752,0.0,4.57770434045475,97.29079111368114,nan,-2.7269823152682537,4.760025897248705,0.0,-538.8977756033636,1.0,0.9550956061588701,-438.8800021744142,1341711.065676806,0.0,-539.1718354203376,0
203,1355141.65758725,108411.33260698001,1246730.32498027,-10.696146042609223,0.0,4.578432232871637,97.36163412268237,nan,0.07084300900117835,4.760753789665592,0.0,-537.5342844457293,1.0,0.9529689285708438,-440.2434933320483,1348325.0244687055,0.0,-534.8073021304612,0
204,1361727.7543120007,108938.22034496005,1252789.5339670407,-10.752810979184622,0.0,4.607250014591988,100.20819929476347,nan,2.8465651720810956,4.789571571385942,0.0,-537.5697059502302,1.0,0.9842433431566463,-440.2080718275479,1354869.9972938842,0.0,-537.6405489592311,0
205,1368365.288844928,109469.22310759424,1258896.0657373336,-10.836791074167037,0.0,4.66631726880191,106.3055259847897,nan,6.097326690026248,4.848638825595865,0.0,-538.9929885362704,1.0,1.0402723465176023,-438.78478924150727,1361456.4794240203,0.0,-541.8395537083518,0
206,1375079.9913324264,110006.39930659412,1265073.5920258323,-10.962779571426207,0.0,4.546218910345169,94.275270305738,nan,-12.030255679051681,4.728540467139124,0.0,-542.0416518812834,1.0,0.9190898295163987,-435.7361258964941,1368092.6508483319,0.0,-548.1389785713103,0
207,1381498.9456198697,110519.91564958959,1270979.0299702801,-10.479925367254125,0.0,4.685613464838631,108.3767372367713,nan,14.101466931033322,4.867935021632586,0.0,-536.0265240417579,1.0,1.071975608866321,-441.75125373602,1374816.9423360326,0.0,-523.9962683627062,0
208,1388324.3849942384,111065.95079953907,1277258.4341946994,-11.143574488766156,0.0,4.72610791077292,112.85546291965515,nan,4.478725682883812,4.908429467566876,0.0,-543.0772575072747,1.0,1.0908805281953275,-434.7005202705032,1381223.92458298,0.0,-557.1787244383078,0
209,1395059.3779831247,111604.75023864997,1283454.6277444747,-10.995906920632004,0.0,4.592773295427517,98.76796343372051,nan,-14.087499485934664,4.775094852221472,0.0,-545.3166203487162,1.0,0.95473573899831,-432.4611574290612,1388057.1905964045,0.0,-549.7953460316002,0
210,1401480.6487793429,112118.45190234743,1289362.1968769955,-10.48370742239629,0.0,4.630119328924618,102.52629773341997,nan,3.7583342996994693,4.812440885718573,0.0,-538.2728706057491,1.0,1.0137700437606236,-439.50490717202894,1394795.2497668944,0.0,-524.1853711198145,0
211,1408143.5508370204,112651.48406696164,1295492.0667700588,-10.878207441105962,0.0,4.668895630011568,106.57997368997697,nan,4.053675956557021,4.851217186805523,0.0,-540.1520377555989,1.0,1.0404024958234532,-437.62574002217883,1401203.8218847576,0.0,-543.9103720552981,0
212,1414834.8995952287,113186.7919676183,1301648.1076276104,-10.924651033808686,0.0,4.56034078689657,95.61605897847912,nan,-10.963914711497841,4.742662343690524,0.0,-542.1788757338772,1.0,0.9286450691134018,-435.59890204390024,1407869.3198438324,0.0,-546.2325516904343,0
213,1421275.1288901456,113702.01031121165,1307573.1185789339,-10.514660073332614,0.0,4.6124405817744085,100.72968892809064,nan,5.11362994961151,4.7947621385683625,0.0,-536.6969183781285,1.0,0.9899785871152114,-441.0808593996493,1414581.8864860225,0.0,-525.7330036666307,0
214,1427943.629090603,114235.49032724823,1313708.1387633546,-10.88734726605092,0.0,4.672055160433049,106.91724889423075,nan,6.187559966140151,4.854376717227004,0.0,-539.2537333529341,1.0,1.044264445753951,-438.5240444248436,1421006.4693939912,0.0,-544.367363302546,0
215,1434663.1837385544,114773.05469908434,1319890.12903947,-10.970701466042888,0.0,4.678400452717632,107.59782703886,nan,0.6805781446292627,4.860722009511588,0.0,-542.347513336004,1.0,1.0540887062213062,-435.4302644417736,1427672.6286973283,0.0,-548.5350733021444,0
216,1441319.4464003274,115305.5557120262,1326013.890688301,-10.867367611058963,0.0,4.626702897638487,102.17662134498765,nan,-5.421205693872404,4.809024454432441,0.0,-542.6878024083187,1.0,0.9977474813974168,-435.0899753694587,1434392.4731160905,0.0,-543.3683805529481,0
217,1447867.7573252048,115829.42058601638,1332038.3367391885,-10.691119877350204,0.0,4.678887533230497,107.65024860936344,nan,5.473627264375795,4.861209090024451,0.0,-539.9771995613827,1.0,1.0583080527228756,-437.80057821639485,1441056.908443721,0.0,-534.5559938675102,0
218,1454583.0559208135,116366.64447366507,1338216.4114471483,-10.96375280915893,0.0,4.657052328114433,105.32516012038474,nan,-2.3250884889787073,4.839373884908387,0.0,-542.7140131935705,1.0,1.0230078712206399,-435.063764584207,1447582.2264800349,0.0,-548.1876404579465,0
219,1461188.57908145,116895.08632651599,1344293.492754934,-10.784527609202048,0.0,4.5724205066230885,96.77807847713687,nan,-8.547081643247877,4.754742063417043,0.0,-541.5514689490813,1.0,0.9424866919940376,-436.2263088286966,1454311.6643901777,0.0,-539.2263804601024,0
220,1467665.5319508803,117413.24255607043,1350252.2893948099,-10.574616929684183,0.0,4.684010417899493,108.20314341656571,nan,11.425064939428864,4.866331974693447,0.0,-537.2779281274574,1.0,1.0644270875116675,-440.4998496503205,1460935.3816856057,0.0,-528.7308464842091,0
221,1474457.1221387032,117956.56977109627,1356500.552367607,-11.088310510732011,0.0,4.66864157156098,106.55289958634557,nan,-1.650243830220112,4.850963128354935,0.0,-542.9904605971715,1.0,1.0304730659799248,-434.78731718060595,1467389.2431236936,0.0,-554.4155255366005,0
222,1481078.4320506381,118486.27456405105,1362592.157486587,-10.810301897036831,0.0,4.583596039009254,97.86569103256444,nan,-8.687208553781169,4.7659175958032085,0.0,-542.1653386820616,1.0,0.9521599680912192,-435.61243909571573,1474192.7081707758,0.0,-540.5150948518416,0
223,1487560.3299923176,119004.8263993854,1368555.5035929321,-10.582690517027796,0.0,4.676711972318994,107.41630350955585,nan,9.550612476991425,4.859033529112949,0.0,-537.8217344051711,1.0,1.048597321000077,-439.9560433726066,1480815.7354258564,0.0,-529.1345258513898,0
224,1494324.1387430457,119545.93109944365,1374778.207643602,-11.042953062413165,0.0,4.599006086947395,99.38548600425709,nan,-8.03081750529875,4.78132764374135,0.0,-542.5970406436668,1.0,0.9670790351320783,-435.18073713411076,1487279.709524472,0.0,-552.1476531206582,0
225,1500823.3862192694,120065.87089754155,1380757.5153217278,-10.611016287714373,0.0,4.677034694189662,107.45097469423855,nan,8.065488689981443,4.859356250983616,0.0,-538.5816318910172,1.0,1.0490392139685663,-439.1961458867602,1494063.705763941,0.0,-530.5508143857186,0
226,1507569.2145646138,120605.5371651691,1386963.6773994446,-11.013597298519786,0.0,4.699887393461833,109.93479237870416,nan,2.483817684465665,4.882208950255788,0.0,-542.6143762360081,1.0,1.0678559446813243,-435.1634015417696,1500560.5960161984,0.0,-550.6798649259892,0
227,1514261.8808234567,121140.95046587654,1393120.93035758,-10.926802055254134,0.0,4.647185881065286,104.29108471885648,nan,-5.64370765984777,4.82950743785924,0.0,-543.8562850782407,1.0,1.0086271330472356,-433.9214926995369,1507297.6840813311,0.0,-546.3401027627067,0
228,1520820.4171874155,121665.63337499325,1399154.7838124223,-10.707814471769382,0.0,4.752089260383539,115.82602263280131,nan,11.534937913944857,4.934410817177494,0.0,-541.0344312483169,1.0,1.1364158737164949,-436.74334652946067,1514001.0822498323,0.0,-535.3907235884691,0
229,1527660.0434543758,122212.80347635006,1405447.2399780257,-11.166736762384687,0.0,4.630580216602911,102.5735617316069,nan,-13.252460901194377,4.812901773396866,0.0,-546.8019002052895,1.0,0.9837877399244704,-430.97587757248823,1520543.0025933667,0.0,-558.3368381192344,0
230,1534114.8527628311,122729.18822102649,1411385.6645418047,-10.538464177069962,0.0,4.582875492527769,97.79519965244069,nan,-4.778362079166209,4.765197049321724,0.0,-540.1756697546924,1.0,0.9535395922355878,-437.6021080230853,1527394.3316536823,0.0,-526.9232088534981,0
231,1540644.2023141212,123251.5361851297,1417392.6661289914,-10.660162532718862,0.0,4.617062606620694,101.19634166257897,nan,3.4011420101382566,4.799384163414649,0.0,-537.7864887151092,1.0,0.9960162873522861,-439.9912890626685,1533846.1696788329,0.0,-533.0081266359431,0
232,1547294.582785318,123783.56662282543,1423511.0161624926,-10.85776403460633,0.0,4.5843855308809704,97.94298570789871,nan,-3.2533559546802833,4.7667070876749245,0.0,-539.4870597201784,1.0,0.9576675756005104,-438.29071805759946,1540367.876494845,0.0,-542.8882017303165,0
233,1553843.518851223,124307.48150809784,1429536.037343125,-10.692140515763153,0.0,4.655829041696925,105.19639605631019,nan,7.2534103484114665,4.838150598490879,0.0,-537.8603817428383,1.0,1.0282808396801233,-439.9173960349393,1547036.5885742118,0.0,-534.6070257881577,0
234,1560565.5899427251,124845.24719541802,1435720.3427473071,-10.974809945309111,0.0,4.633016394774101,102.82375383617047,nan,-2.372642220139707,4.815337951568056,0.0,-541.4870869170439,1.0,1.0001754822166091,-436.29069086073383,1553577.671724512,0.0,-548.7404972654556,0
235,1567155.209456664,125372.41675653313,1441782.792700131,-10.758562471736688,0.0,4.679047377468393,107.66745725662676,nan,4.843703420456269,4.861368934262347,0.0,-540.3007658069741,1.0,1.050616741385753,-437.4770119708035,1560303.5998044317,0.0,-537.9281235868344,0
236,1573862.8968881501,125909.03175105201,1447953.8651370981,-10.951326418753167,0.0,4.668040859505879,106.48891119628102,nan,-1.178546060345643,4.850362416299835,0.0,-542.7226175172023,1.0,1.0354137677244608,-435.0551602605753,1566892.3757702108,0.0,-547.5663209376584,0
237,1580489.593168877,126439.16745351016,1454050.4257153668,-10.819095968533672,0.0,4.573311039682046,96.86430094168249,nan,-9.62461025459856,4.755632596476001,0.0,-542.1333444870295,1.0,0.9487038786452379,-435.6444332907481,1573583.1221922056,0.0,-540.9547984266836,0
238,1586953.8744254156,126956.30995403326,1459997.5644713824,-10.553928582102634,0.0,4.587071029723591,98.20636497673209,nan,1.3420640350495554,4.7693925865175455,0.0,-537.3210393597299,1.0,0.9693117732959686,-440.4567384180476,1580228.2959558808,0.0,-527.6964291051316,0
239,1593560.7175842165,127484.85740673733,1466075.8601774792,-10.78668270824609,0.0,4.698663557542917,109.8003325262336,nan,11.593967549501492,4.880985114336871,0.0,-537.9920713772549,1.0,1.0783466430884583,-439.78570640052277,1586688.1198402073,0.0,-539.3341354123045,0
240,1600364.1596123104,128029.13276898483,1472335.0268433255,-11.107660454030137,0.0,4.624106303432764,101.9116542768937,nan,-7.888678249339861,4.806427860226718,0.0,-543.7890551520055,1.0,0.9882818950554939,-433.9887226257722,1593287.7294142866,0.0,-555.3830227015069,0
241,1606880.6210750903,128550.44968600722,1478330.171389083,-10.639120755559922,0.0,4.64425565864045,103.98593593894083,nan,2.074281662047098,4.826577215434405,0.0,-539.8447160273356,1.0,1.019329212536103,-437.93306175044205,1600094.9394518074,0.0,-531.9560377779961,0
242,1613531.8337719652,129082.54670175722,1484449.287070208,-10.859122770408133,0.0,4.471321088049761,87.47220520055338,nan,-16.51373073838743,4.653642644843716,0.0,-540.8818568583591,1.0,0.854657503099951,-436.8959209194183,1606606.3201983485,0.0,-542.9561385204066,0
243,1619854.1967161624,129588.33573729299,1490265.8609788695,-10.322225215015564,0.0,4.629435729190812,102.45623473383363,nan,14.984029533280243,4.811757285984766,0.0,-532.6249914891655,1.0,1.0238693637357115,-445.152786288612,1613273.7272425434,0.0,-516.1112607507782,0
244,1626654.1844045774,130132.3347523662,1496521.8496522112,-11.102020715781716,0.0,4.599209710857116,99.40572532602182,nan,-3.050509407811819,4.78153126765107,0.0,-540.1170062558056,1.0,0.9763927168596962,-437.6607715219721,1619576.0525782981,0.0,-555.1010357890858,0
245,1633214.564620842,130657.16516966737,1502557.3994511745,-10.71082484288176,0.0,4.62510682560169,102.013670172342,nan,2.6079448463202386,4.807428382395645,0.0,-538.5917515518995,1.0,1.0048175914661528,-439.186026225878,1626401.5296146185,0.0,-535.541242144088,0
246,1639860.2345639046,131188.81876511237,1508671.4157987921,-10.850073376427604,0.0,4.6698496891068,106.68170580475353,nan,4.668035632411502,4.852171245900755,0.0,-539.8957239750599,1.0,1.0460770055234059,-437.88205380271785,1632960.3206069835,0.0,-542.5036688213802,0
247,1646559.7323373447,131724.77858698758,1514834.953750357,-10.93795554847354,0.0,4.690851628179392,108.94592172796771,nan,2.2642159232141825,4.873173184973348,0.0,-542.229741791266,1.0,1.051874988098262,-435.54803598651205,1639598.8958329274,0.0,-546.897777423677,0
248,1653243.6516418774,132259.49213135018,1520984.1595105273,-10.912521313521744,0.0,4.717557032091114,111.89456366898321,nan,2.948641941015458,4.899878588885068,0.0,-543.3618497528728,1.0,1.0888146923977582,-434.41592802490504,1646283.517842217,0.0,-545.6260656760871,0
249,1659954.0155970154,132796.32124776123,1527157.6943492542,-10.955696253287922,0.0,4.662374299354486,105.88719182513137,nan,-6.007371843851805,4.844695856148441,0.0,-544.8361707233803,1.0,1.0260606303854105,-432.94160705439737,1652973.2144153207,0.0,-547.7848126643961,0
250,1666517.8732307465,133321.4298584597,1533196.4433722869,-10.716502259152053,0.0,4.595962836642677,99.0834908501865,nan,-6.80370097494489,4.778284393436631,0.0,-541.8324848014545,1.0,0.9576284524170471,-435.94529297632323,1659689.0361812294,0.0,-535.8251129576026,0
251,1673030.3031641499,133842.424253132,1539187.878911018,-10.632538666780745,0.0,4.685284653154452,108.3411075573231,nan,9.257616707136659,4.867606209948406,0.0,-538.4306343139822,1.0,1.0710398519200304,-439.34714346379565,1666250.4157009479,0.0,-531.6269333390372,0
252,1679796.1871414897,134383.69497131917,1545412.4921701704,-11.046341187493743,0.0,4.6187254059935645,101.36475085257713,nan,-6.976356704745987,4.801046962787519,0.0,-543.0594426675506,1.0,0.989207271359246,-434.7183351102272,1672752.3959817332,0.0,-552.3170593746871,0
253,1686320.4747597165,134905.63798077733,1551414.8367789392,-10.651898152208625,0.0,4.539598658634493,93.65320567042704,nan,-7.7115451821501075,4.721920215428448,0.0,-539.5712643151774,1.0,0.9237957944829114,-438.2065134626001,1679544.3125080012,0.0,-532.5949076104313,0
254,1692788.5231048567,135423.08184838854,1557365.4412564682,-10.560078930839046,0.0,4.577783902795977,97.29853210474356,nan,3.6453264343165284,4.760105459589932,0.0,-535.7154917241022,1.0,0.9589289788051375,-442.06228605367534,1686069.955755348,0.0,-528.0039465419522,0
255,1699418.020751709,135953.4416601367,1563464.5790915722,-10.82366962751154,0.0,4.673093880801793,107.02836371705155,nan,9.72983161230798,4.855415437595748,0.0,-537.5381549412605,1.0,1.0464034426141655,-440.239622836517,1692523.0007087965,0.0,-541.183481375577,0
256,1706181.6488056153,136494.53190444922,1569687.116901166,-11.042658047194458,0.0,4.680430048861282,107.81642893542652,nan,0.7880652183750079,4.862751605655238,0.0,-542.4030707474146,1.0,1.0445713132746774,-435.37470703036314,1699144.7834269267,0.0,-552.1329023597228,0
257,1712840.5671206582,137027.24536965266,1575813.3217510055,-10.87170337149954,0.0,4.694503127459196,109.3444648798816,nan,1.5280359444551033,4.876824684253151,0.0,-542.797103356602,1.0,1.063491035640556,-434.9806744211756,1705905.7044694414,0.0,-543.585168574977,0
258,1719517.9092972553,137561.43274378043,1581956.476553475,-10.901783145465695,0.0,4.463775969539447,86.81470064011472,nan,-22.529764239766934,4.646097526333402,0.0,-543.5611213288297,1.0,0.8381266568438819,-434.2166564489479,1712580.9643524897,0.0,-545.0891572732847,0
259,1725762.5486156284,138061.00388925028,1587701.544726378,-10.195329499383588,0.0,4.67371569660046,107.09493634032566,nan,20.280235700210955,4.8560372533944145,0.0,-532.2962392089464,1.0,1.0706832951402043,-445.48153856883147,1719264.2488930016,0.0,-509.7664749691794,0
260,1732655.8268769302,138612.46615015442,1594043.3607267758,-11.254331855185251,0.0,4.557806495752201,95.37404684108836,nan,-11.720889499237334,4.740128052546156,0.0,-542.4363570590517,1.0,0.9299152610344855,-435.341420718726,1725483.980679663,0.0,-562.7165927592625,0
261,1739085.3009063536,139126.8240725083,1599958.4768338453,-10.497100456203912,0.0,4.659093039906438,105.54031787945648,nan,10.166271038368098,4.841414596700392,0.0,-536.5759123094329,1.0,1.0366566993939892,-441.20186546834475,1732386.1216969613,0.0,-524.8550228101956,0
262,1745845.1610624746,139667.61288499797,1606177.5481774765,-11.036506377339705,0.0,4.5591689353018365,95.50407677336064,nan,-10.036241106095783,4.7414904920957905,0.0,-541.6590478286171,1.0,0.934374424520976,-436.11872994916075,1738806.6807774727,0.0,-551.8253188669853,0
263,1752296.068468051,140183.6854774441,1612112.382990607,-10.532093723389467,0.0,4.585648848845436,98.06679703130477,nan,2.5627202579440964,4.76797040563939,0.0,-536.6409272755692,1.0,0.9636059046569151,-441.13685050220823,1745587.7404740253,0.0,-526.6046861694733,0
264,1758917.0098119164,140713.36078495331,1618203.6490269632,-10.809700153249707,0.0,4.622255960266553,101.72325709731456,nan,3.6564600660098154,4.804577517060508,0.0,-537.9222874045413,1.0,1.0099648018749434,-439.85549037323625,1752026.6234997252,0.0,-540.4850076624854,0
265,1765573.7452863348,141245.89962290679,1624327.845663428,-10.868139550071117,0.0,4.664737155645642,106.13768386429022,nan,4.414426766975678,4.847058712439597,0.0,-539.7505174375459,1.0,1.0359653440841843,-438.0272603402317,1758642.7384487463,0.0,-543.4069775035558,0
266,1772266.8042167858,141781.34433734286,1630485.459879443,-10.92744315176019,0.0,4.673607284398687,107.08332657180993,nan,0.9456427075197009,4.855928841192641,0.0,-541.9577308210341,1.0,1.042236179232296,-435.82004695674374,1765290.4253107614,0.0,-546.3721575880095,0
267,1778923.162604093,142313.85300832745,1636609.3095957655,-10.867523897646272,0.0,4.642121584915057,103.76425890693936,nan,-3.319067664870593,4.824443141709012,0.0,-542.430552174794,1.0,1.0149507750523123,-435.34722560298377,1771981.7992853103,0.0,-543.3761948823136,0
268,1785506.9489998906,142840.55591999125,1642666.3930798993,-10.74903901354976,0.0,4.67823111758461,107.57960848906922,nan,3.8153495821298247,4.860552674378564,0.0,-540.7710183423587,1.0,1.0526634199352325,-437.0067594354191,1778652.3028650852,0.0,-537.451950677488,0
269,1792201.5010231542,143376.12008185234,1648825.3809413018,-10.929880854311069,0.0,4.569359913415325,96.48233295671454,nan,-11.097275532354654,4.75168147020928,0.0,-542.6786931334234,1.0,0.9350824927550835,-435.09908464435415,1785237.2203033604,0.0,-546.4940427155534,0
270,1798645.4025761303,143891.63220609043,1654753.7703700399,-10.520655596697832,0.0,4.6063552218554245,100.11857382997786,nan,3.636240873263314,4.788676778649379,0.0,-537.1300553672462,1.0,0.9846336616242861,-440.6477224105316,1791939.8102580775,0.0,-526.0327798348916,0
271,1805292.0616804243,144423.36493443395,1660868.6967459903,-10.851688333542825,0.0,4.660366679837919,105.6748238806136,nan,5.556250050635821,4.842688236631875,0.0,-538.9481758038777,1.0,1.0345961923299638,-438.82960197389997,1798381.7110957557,0.0,-542.5844166771412,0
272,1811996.2729287017,144959.70183429614,1667036.5710944056,-10.94565101759663,0.0,4.611031659385755,100.58786854457473,nan,-5.086955336038911,4.79335321617971,0.0,-541.7263008291957,1.0,0.9826513594619222,-436.0514769485819,1805022.3481809588,0.0,-547.2825508798314,0
273,1818538.9473095601,145483.1157847648,1673055.8315247954,-10.681917356502746,0.0,4.716181845573458,111.74079352917155,nan,11.152924984596824,4.898503402367412,0.0,-539.1828231611761,1.0,1.0915466593542502,-438.5949546166015,1811728.5503720446,0.0,-534.0958678251372,0
