# experiment1.py N=100 T=1000 alpha=0.08 b=0.015 BankY_max_failures_allowed=1 BankY_sector_A_i0=500 beta=0.02 default_seed=12955 eta=0.0001 FirmsY_A_i0=1.0 FirmsY_K_i0=5.0 g=1.0 k=1.0 lambda_param=0.3 phi=1.2 r_i0=0.02 rate_for_BankY_deposits_and_networth=0 threshold_BankYrupt=0 w=1.0
  t,BankYL,BankYA,BankYD,BankYPROFITS,BankYBD,FirmsYK,FirmsYA,FirmsYL,FirmsYPROFITS,FirmsYY,FirmsYR,FirmsYI,FirmsYGAMMA,FirmsYU,FirmsYDK,FirmsYOL,FirmsYGAP_OF_L,FirmsYDL,FirmsYFAIL
286,108316602118556.98,8665328169484.559,99651273949072.42,-33769.530844808614,63.594809138916936,13.915427364432214,1078044.5050314097,10.204868137837568,465421.3788384403,14.097748921226168,0.07020070839152961,-314593.9584133497,1.0270968758617252,1.10450959933092,306987.10340196115,108316596391977.02,0.0,-449574.1231142438,10
287,108316614445549.73,8665329155643.9795,99651285289905.75,-31964.68145677522,2961.4317414570055,14.404400441417224,1789818.4272677929,9.406602794155816,711700.3274272443,14.58672199821118,0.031455998408110565,-566550.6246701559,1.061116389722564,0.9525170409604659,538526.6296981372,108316601725428.62,0.0,-1005153.0326711957,18
288,108316633534434.33,8665330682754.746,99651302851679.58,-88846.0092238539,105.87883567758942,14.603970080045475,2196072.045534342,8.277084097723279,403274.1865250916,14.78629163683943,0.05508595274999787,-901990.7504560547,1.016473757124116,0.9976167282724201,897364.9738829546,108316613817050.25,0.0,-1612124.8981673052,14
289,108316651808557.27,8665332144684.581,99651319663872.69,-524363.3335996105,7174.752205233467,14.430283122446529,1356390.1761914596,13.107951612199464,-839801.7481785599,14.612604679240484,0.22220840612790613,-1100947.0299521738,1.0338617863393524,1.0928656928574896,1098972.817151749,108316633050996.27,0.0,-1500662.648194932,13
290,108316657137749.97,8665332571019.998,99651324566729.97,-66588.76900064546,651090.1239104291,14.829118321388464,1205432.0340574465,14.25382506757139,-158145.8943392466,15.011439878182419,0.05263315338558456,-1161208.749652186,1.0374824008632948,1.0209870309482372,677193.6888158945,108316651113919.23,0.0,82149.03462881158,18
291,108316674127725.5,8665333930218.04,99651340197507.45,-155696.79793570662,85.35050656373612,14.893635606646127,2600802.1074317214,12.73187008676296,744261.9494638462,15.075957163440082,0.09156600166897924,-1262431.4537353443,1.027457744638386,0.9765197468795904,926769.596413658,108316656964388.58,0.0,-1479143.9552264123,16
292,108316698893360.08,8665335911468.807,99651362981891.27,-137565.56702883827,476.64127965934506,15.436073031239783,5016374.656140873,10.585540624757149,2415471.198202588,15.618394588033738,0.06589092570804897,-1647918.629248966,1.0730349115435636,1.052769635533288,1291253.7963004143,108316673246973.67,0.0,-2054062.4476092213,13
293,108316735732633.67,8665338858610.693,99651396874022.98,-1998831.2280807493,308.0566188208754,14.209142910418421,1463271.7575393163,9.856590192047513,-3553592.5398812173,14.391464467212375,0.40394471510207713,-2548337.9545755764,1.056053598822226,0.9799056873183922,2507503.7849542503,108316697508255.0,0.0,-4925734.3482697075,15
294,108316740344556.62,8665339227564.53,99651401116992.1,143301.6398214873,124344.90122302998,15.259798712739972,1068264.8125052347,14.969421581676137,-395330.0016529014,15.442120269533927,0.05973919299377426,-750863.0171269308,1.0325594419511614,0.9127274996891055,731457.0609781913,108316735454540.69,0.0,2820900.1050870344,16
295,108316748008633.83,8665339840690.706,99651408167943.12,30728.481603461754,534040.5299149513,14.608066589548052,43295.00313713157,14.58827292921054,-1149330.7105911335,14.790388146342007,0.053826770857962385,-3399208.0882052933,1.04184051342616,0.9656389952953764,552321.0391594475,108316740088016.45,0.0,-580267.2419656913,16
296,108316755353384.0,8665340428270.72,99651414925113.28,-54550.593164453996,249.97676772531557,13.769511252705291,876525.830038677,11.271067838325534,299174.2969865941,13.951832809499246,0.09129292035957931,-746735.225140404,1.0443736907912697,0.9938405133189592,263090.01279584254,108316747786849.97,0.0,-495403.16832199466,17
297,108316764756139.58,8665341180491.166,99651423575648.4,-54352.436378440645,9361.807712093008,13.80925321539635,923836.6786501665,11.155185885651614,47043.87184376398,13.991574772190305,0.069346902388312,-518013.640252301,1.0393525369628298,0.9543060041767225,436819.9793425721,108316755096847.05,0.0,-739532.8782746997,18
298,108316771908373.84,8665341752669.908,99651430155703.94,-38247.615285391264,3231.6796584335148,13.908885399687499,997290.3539950002,11.518736874281517,64073.86763274073,14.091206956481454,0.06327498886209632,-513256.28688082873,1.0396961230859856,1.022204097491686,466271.2881476009,108316764573368.9,0.0,-526170.7867340936,18
299,108316779372382.9,8665342349790.633,99651437022592.28,-44147.16595871261,1270.753629688462,14.08119573099242,1296308.464993919,8.989181419878856,295768.43134048604,14.263517287786375,0.06941081252436543,-564792.3592913406,1.0467146378285141,0.9578743534794184,498292.7150261228,108316771614975.58,0.0,-626270.7697766959,15
300,108316790920267.45,8665343273621.396,99651447646646.06,-53075.58284052289,9861.812322466709,14.324913093474256,1623113.050246106,10.625792714981717,325518.8316224977,14.507234650268211,0.053602826485928456,-654188.1894515236,1.043685503670459,1.0383894348165614,649450.7688223565,108316779039268.77,0.0,-945637.092770279,14
301,108316806827458.6,8665344546196.6875,99651462281261.9,-66989.7552798308,32403.03749935598,14.091013322856321,1135235.910366645,12.111524774870295,-497752.95220192766,14.273334879650276,0.048826933386691446,-820717.730630344,1.036675160251324,0.8842049335030587,817325.828572053,108316790511562.56,0.0,-1189972.3187224166,16
302,108316809771629.53,8665344781730.362,99651464989899.17,-25942.226560972755,126.52545938413853,14.573925592237442,2044311.2499137507,11.413972824292461,876656.3020477501,14.756247149031397,0.07514188826163994,-583832.1201821117,1.031843533658657,1.1262385551564178,584732.6121309414,108316806802946.77,0.0,-170997.57577744537,16
303,108316807249607.5,8665344579968.601,99651462669638.9,-2110526.8447187957,787.5685842772253,14.505175978595538,1986415.0544524733,8.79989301583943,-58038.720920663145,14.687497535389493,1.1049448493467633,-1113352.9998277123,1.0504179682463202,1.0078837497357445,1021466.7019536906,108316809281822.42,0.0,-1899812.4372978683,10
304,108316820494345.78,8665345639547.663,99651474854798.12,-75125.41123763112,1728.5288283310997,14.774548560807057,2418612.085655261,12.157791396060414,431399.46261851076,14.956870117601012,0.058770187472823684,-998194.222013694,2.0927277090603824,1.0271574330928759,994420.2051918268,108316807186035.73,0.0,-936522.6454535774,11
305,108316840296672.12,8665347223733.7705,99651493072938.36,-77685.668718853,145.57312492244665,14.738253818443924,2504071.2606366295,9.40196988361916,83719.64615303818,14.92057537523788,0.046707239589247954,-1402575.6716149095,1.0429359346055642,0.9717920307925791,1208279.5267033,108316820127875.62,0.0,-1645242.5751144704,14
306,108316855694393.27,8665348455551.461,99651507238841.81,-121935.14555729338,36.12157660047633,14.896397782992718,2929972.6714155776,9.759653692440489,425741.837654026,15.078719339786671,0.0897729039761793,-1263401.1325087037,1.0208617820697992,1.0820210702710265,1252703.5346228525,108316839998379.66,0.0,-1335479.710609104,9
307,108316876679427.08,8665350134354.166,99651526545072.9,-232562.9496448595,2304.553503742885,15.092244595794641,3559542.7675833376,10.14130805390355,629524.9745911582,15.274566152588594,0.12063194030003356,-1481838.4575710327,1.0774811228921333,1.0106402468331874,1465454.278783614,108316854897788.12,0.0,-1890369.1486843028,16
308,108316902588423.45,8665352207073.876,99651550381349.58,-342631.04498428816,700.3526108449785,15.242255042374609,4161857.7965267566,8.089388834117093,599994.4754396776,15.424576599168564,0.14183448391906664,-1803108.138663889,1.0289514363753898,0.8781092126331403,1781306.6224788753,108316876226633.47,0.0,-2412832.860369786,16
309,108316926833607.45,8665354146688.597,99651572686918.86,-801358.5376630444,288.68835484794425,15.378926392828221,4716290.229483862,10.982137880480924,553716.0803462623,15.561247949622176,0.29014174918783425,-2081957.5162163186,1.0300395914568568,1.0213825217332948,2082187.052898398,108316901646208.9,0.0,-2682493.463767013,12
310,108316961530031.75,8665356922402.54,99651604607629.2,-169320.2528385516,628.5193722584023,15.366254212966417,4708479.301582267,8.77892532926269,-8111.616256447784,15.548575769760372,0.05794039720545266,-2421356.6226843647,1.1752821665775337,1.01212112661355,2353183.8754487964,108316926382432.16,0.0,-2917512.2076997664,17
311,108316991619502.7,8665359329560.217,99651632289942.48,-142273.45095774863,6413.424239603316,15.556685910500319,5498850.5262032645,12.231707352548119,789725.7052487417,15.739007467294273,0.05203685981478205,-2358423.2090555835,1.0448061897832606,0.9741129064459378,2355382.0294188047,108316960442512.02,0.0,-2350281.5170385633,19
312,108317033160203.52,8665362652816.281,99651670507387.23,-260437.17972868885,2154.0813731875346,15.234141492286177,4107658.7365009408,10.077507645986564,-1397624.2139419275,15.416463049080132,0.07278150816849069,-2942928.621817346,1.0339193176487176,1.0259615185922248,2750581.520758423,108316990961690.56,0.0,-3556773.133656693,10
313,108317041543577.92,8665363323486.233,99651678220091.69,-23323.616228779927,13209.550066890773,15.487167612385056,5260605.718690362,11.00827948789951,1150782.9008162334,15.66948916917901,0.07272042027776329,-2073051.3618972176,1.0590015088359723,0.8895336687499916,2055509.68505968,108317032856053.44,0.0,-659668.6080765284,21
314,108317085689025.34,8665366855122.027,99651718833903.31,-238610.9248390674,46694.06931189342,16.037794105388862,9182886.900646225,10.725321801521229,3909050.6318889745,16.220115662182817,0.06258448795141369,-2682677.58536594,1.0546225318304914,0.9628144081215719,2636900.6850669268,108317040383042.3,0.0,-3805733.5488526835,19
315,108317188755272.11,8665375100421.77,99651813654850.34,-467173.3042703988,78167.39999460636,15.505895741690653,5204742.087283373,12.286852845991486,-4024857.8826747457,15.688217298484608,0.052447552019829174,-4620449.439853619,1.0508082133401864,0.984724393509237,4615428.678041039,108317084546236.48,0.0,-8573732.94312198,13
316,108317198525779.95,8665375882062.396,99651822643717.56,-94728.23231312471,2899.3219372968756,16.495601995342792,12408372.351324648,14.593942663990578,7125449.864046663,16.677923552136747,0.03900472820897187,-2767763.6883860934,1.036340019892252,0.9049231780908644,2640765.871398328,108317188738268.17,0.0,1300871.964095564,16
317,108317316947482.55,8665385355798.604,99651931591683.94,-4074345.554154011,243.78921653033944,16.169749088783007,10525071.999641333,8.524259389340285,-1886215.6736206058,16.352070645576962,0.303885361330936,-8439399.05568199,1.027621375546059,0.9632510954359107,6144804.40086938,108317197472455.11,0.0,-13398678.777334012,17
318,108317359245169.27,8665388739613.542,99651970505555.72,-190678.08323837473,454.16229062578594,15.666128086524932,6165109.037625562,12.199244728534854,-4360223.7512323,15.848449643318887,0.05099856369049165,-5266540.627720875,1.038492387282818,1.024309086341318,5263429.782619678,108317316715222.11,0.0,-3376165.3442161875,14
319,108317359326725.28,8665388746138.022,99651970580587.27,-81555.66350776893,175.79645975817735,16.567650862672444,14311499.232722562,14.126407447514149,8145922.03280637,16.7499724194664,0.06469012945809183,-3280219.52411081,1.0368099918063356,0.947088526411985,3082916.478021895,108317359192011.92,0.0,1276694.617226949,19
320,108317457881038.3,8665396630483.063,99652061250555.23,-7563101.279698977,5417.615395608538,17.01364869868169,24451456.368791845,10.475602164312507,10139762.339609526,17.195970255475643,0.5087049814955975,-8553466.138170555,1.0290276854033622,0.963541383786739,7121437.820753658,108317358446197.08,0.0,-15336773.6695553,20
321,108317717184417.61,8665417374753.409,99652299809664.2,-1461494.5496222298,254644.4480622058,14.137756356541423,1312336.3305481414,11.12560957113113,-23144557.6536393,14.320077913335377,0.06509294599506178,-12253462.259975456,1.490246442898963,0.9711733766698151,12228265.207391594,108317456792569.95,0.0,-22378276.47972927,19
322,108317552200876.0,8665404176070.08,99652148024805.92,-31085.04389766823,13561025.498764625,16.048893287482812,-13158521.333805589,16.92857686031372,-14725521.112415932,16.231214844276767,0.08546821338254353,-847391.6411100026,1.0365448038636758,1.12803044058493,781584.3359551367,108317710294074.75,0.0,22104189.970951237,10
323,108317554047055.48,8665404323764.438,99652149723291.05,14447.172289636066,105.4520466838131,13.9837397036251,819549.5758139399,12.803969503876017,417035.4108549083,14.166061260419053,0.08264653733918535,-248570.79179493227,1.0532263417247063,0.9642357855497725,199606.17809341973,108317552103220.11,0.0,230421.9513594988,14
324,108317564762943.78,8665405181035.503,99652159581908.28,-48899.163165990714,21160.053920348062,13.020224933507487,445393.5114487598,8.709260313456397,-374275.51641186426,13.202546490301442,0.05778855811203115,-785592.9932529113,1.0583408604979248,1.0870660709997164,397552.66084152844,108317553764230.8,0.0,-839349.4671596339,9
325,108317566264690.12,8665405301175.21,99652160963514.92,-11193.488599719425,155.14615958947167,13.351285007327194,390306.94855244824,12.381347784055892,-76255.61681665963,13.533606564121149,0.04555683862001262,-238270.1076097116,1.0470246158390746,0.9802232317032542,234036.65273681306,108317564698690.67,0.0,104560.23059179899,16
326,108317567994189.84,8665405439535.1875,99652162554654.66,-50104.102899575206,15440.386683611698,13.54202163916576,676714.7093002038,11.338644178905124,286236.6145881663,13.724343195959714,0.24002800283308626,-433521.02478979534,1.0233365060348427,0.9952867962252725,194982.7355602399,108317566210155.38,0.0,-119478.42582779207,15
327,108317576077312.98,8665406086185.039,99652169991127.94,-31147.468537826022,11740.68654084389,14.00035937656021,1194487.8037356297,9.053539871460908,502317.7077518149,14.182680933354165,0.04739770140324588,-397892.21925943333,1.1504556156425405,1.1166377913609957,345022.6217787374,108317567730199.77,0.0,-655291.1193434104,13
328,108317589387080.38,8665407150966.431,99652182236113.94,-55550.68499503948,893.9988609821709,14.066065638971935,1282398.3621123012,7.757902168984624,76156.87183582675,14.248387195765888,0.04959731948084267,-610016.7016838682,1.041898889574293,0.9585497287071891,603718.4558019437,108317575648553.6,0.0,-1118850.8650638682,14
329,108317598316194.72,8665407865295.577,99652190450899.14,-39829.23776857747,35663.804850144996,13.362462169924111,563831.9224404627,11.182411751894739,-719474.4385328209,13.544783726718066,0.05037625091575226,-641872.6711747001,1.0278416352150292,0.9117101225508293,642570.0558856198,108317589184951.16,0.0,-718145.8582633064,22
330,108317598694572.45,8665407895565.797,99652190799006.66,-42808.061352677905,757.937391655014,14.183201409836789,1029716.0562432151,12.93526092606022,430198.32895260776,14.365522966630744,0.13174452473435075,-304842.13891549554,1.0268439043161757,0.9921419604800477,300673.0421973655,108317598269390.16,0.0,340912.0897060447,17
331,108317609873718.28,8665408789897.463,99652201083820.81,-64765.97528423587,555.6633286445013,14.204053863265578,1142034.556193199,12.71528585169821,111543.56255832869,14.386375420059533,0.061889546647805424,-931083.0384551933,1.0446198582074202,1.0140965443717682,512072.3157631318,108317598315786.31,0.0,-950814.334167866,15
332,108317618182315.22,8665409454585.218,99652208727730.0,-51864.84329067502,218.42597528725224,14.283975028362688,1591229.693834058,8.749819042684027,448624.47431221465,14.466296585156643,0.07444756061112281,-909153.0954451743,1.039040933057479,0.9896619465385272,563908.8141920664,108317609726723.0,0.0,-691264.7963815014,16
333,108317632525020.0,8665410602001.601,99652221923018.4,-101298.76790223895,137.68510377128607,14.640477054084073,2278148.36297811,8.204111741048692,686684.2431687638,14.822798610878028,0.081129219749424,-801158.289536628,1.0575911164508887,1.0174232000625398,796328.9076925657,108317617881730.83,0.0,-1244134.7280693455,12
334,108317652865246.22,8665412229219.698,99652240636026.52,-265790.6333413026,5833.015577814374,14.27803217683124,1515664.830618722,11.190080710433337,-762633.2174631583,14.460353733625196,0.13789075428310354,-1141847.675320048,1.0679395530921088,0.9871220612950955,1139939.8910373321,108317632317174.11,0.0,-1826461.1387619192,20
335,108317657448730.23,8665412595898.419,99652244852831.81,-65441.85132507038,607996.7322989964,14.780449169163823,1600401.0204385093,13.839447283398709,78883.17424197236,14.962770725957776,0.06194509815000597,-827604.7942463602,1.0399786526607926,0.999494510250788,759767.3983315048,108317652498312.86,0.0,-10228.864463554968,14
336,108317681968160.05,8665414557452.804,99652267410707.25,-246271.60410662243,185.95955542787394,15.006138406659606,3270399.6444221,9.838735708270706,1061987.8916845964,15.18845996345356,0.11085922663335557,-1140865.420519352,1.0380055361935239,1.0333641811162155,1104151.165462329,108317657332151.94,0.0,-2187219.3691139673,17
337,108317713970556.86,8665417117644.549,99652296852912.31,-171757.13634521182,5659.470166812067,13.955827023668977,1110441.8543399053,10.601523372503225,-2160160.7496376242,14.138148580462932,0.06221305052266174,-1653096.5392498793,1.0703323563042833,0.8408949694233767,1635967.1256142803,108317681760948.73,0.0,-2696860.3923154958,17
338,108317711743348.33,8665416939467.866,99652294803880.47,-279679.4113444189,211446.47585123606,14.511777586110144,96873.49000912145,14.462287018228064,-1019244.8344975959,14.694099142904099,0.8700918809745172,-588372.0443737904,1.0339707991272422,0.9873978314254946,558594.882329312,108317713746016.19,0.0,1596204.145868163,19
339,108317713314070.25,8665417065125.62,99652296248944.62,-9067.121035473649,1665.3748696266969,13.301342417527332,538739.6302795042,10.989659576187437,230400.66441914655,13.483663974321287,0.05150451078810667,-163157.89553290483,1.0342981978612333,0.9115528509098078,154903.4018792214,108317711675442.14,0.0,-79752.4425619176,16
340,108317719099724.52,8665417527977.962,99652301571746.55,-46771.591534484854,470.3750121141631,12.528460430835926,273483.2751846916,7.863543827053001,-266937.72996443906,12.710781987629879,0.09222884008438786,-326012.8295418397,1.0316157573847822,1.0515114809871677,270113.9949089902,108317713144523.5,0.0,-505621.3361285117,17
341,108317720558190.48,8665417644655.239,99652302913535.25,13870.620435687568,92.60498532752959,13.525394009543596,515947.3901509671,12.355479118981895,241976.7399541615,13.707715566337551,0.06232262195437263,-138112.67361394866,1.0771122524103565,1.0189055873418573,137675.71453613468,108317719080074.66,0.0,129867.60415326728,14
342,108317725753874.86,8665418060309.989,99652307693564.88,-33352.513689040185,68377.17142911453,13.466604232211525,499591.2284074427,12.234990378874484,-16462.766728852108,13.64892578900548,0.0651880065355927,-491889.37049711286,1.050941648062408,1.0512639794834726,256329.23775788682,108317720356478.05,0.0,-501883.37731270026,15
343,108317730064112.05,8665418405128.964,99652311658983.08,-26906.24236173825,2018.451580151294,13.975547035028045,1166638.4276982502,8.84148444086516,598655.0278616932,14.157868591821998,0.0720068998294102,-285829.9349020961,1.0461668967687374,0.9751729684015963,284826.28173845727,108317725666971.05,0.0,-368604.3209894794,20
344,108317744130668.75,8665419530453.5,99652324600215.25,-66734.89553307068,155.96794353115433,13.714921832306665,897020.0028601751,8.893555003774933,-271656.8764182263,13.89724338910062,0.05622012259788062,-587466.6926310083,1.032802086775064,0.9635787894733188,585097.6759862828,108317729659081.02,0.0,-1185134.5917842647,17
345,108317749663553.67,8665419973084.294,99652329690469.38,-31587.650394611628,29761.486474374837,13.893276734628401,755148.2505397187,12.693798448914185,-142044.72026398772,14.075598291422356,0.06256260303786802,-455218.60489735234,1.040455592624742,0.9695940197584508,449027.0213846429,108317743934377.84,0.0,-176894.60536809408,15
346,108317754311280.1,8665420344902.407,99652333966377.69,-26809.920851491577,1398.4391502864376,13.786772815852212,969132.8419729213,7.839296147551281,184208.104958828,13.969094372646166,0.06726089182209287,-401223.21800891485,1.0385962993942257,0.9565678170327806,393166.2848374532,108317749551232.86,0.0,-397592.84838813776,16
347,108317764010782.47,8665421120862.598,99652342889919.88,-81134.01499888841,604.7007905837985,14.490056229167815,1776582.448056916,12.136499679999691,806035.166933709,14.672377785961768,0.08406982908516769,-485241.8421164957,1.0561001801850833,1.047669411833164,486102.70924415695,108317754108154.27,0.0,-671028.2044403299,17
348,108317784235919.61,8665422738873.568,99652361497046.05,-92905.398163073,136.7070064622756,14.81749275746465,2722686.9740804248,6.89606219237557,945482.8252329262,14.999814314258606,0.0546851042551287,-1078059.3117610607,1.0382075027792161,0.9996439505108374,884872.8840650806,108317763575470.31,0.0,-1699134.9446555213,17
349,108317811230944.73,8665424898475.579,99652386332469.16,-152469.71199632453,62.509239273457915,15.43830267224613,5061221.16759731,8.699126281169587,2338380.4865104225,15.620624229040082,0.06619090504175548,-1361399.5697033857,1.0344816669363623,1.0223692856326845,1362318.7949372916,108317783633592.78,0.0,-2306289.5359484483,14
350,108317872630275.69,8665429810422.055,99652442819853.62,-313313.97722858895,46040.198536795,14.61501420813283,1822833.5511588263,12.903219328828696,-3238464.1256777593,14.797335764926785,0.06096151668784065,-2536080.0514386795,1.0453771441341737,1.1033369605143035,2531112.521078748,108317810455326.5,0.0,-4868696.867169909,11
351,108317861189484.89,8665428895158.791,99652432294326.1,-362.0377476753165,1346570.734525191,14.952226694103793,185563.6900060078,14.890838400485363,-1683321.0596896133,15.134548250897746,0.046975181574873404,-1249994.857539353,1.0413817442661473,1.000846928167124,931610.5840937085,108317871956384.56,0.0,2246304.1369874966,12
352,108317879371826.4,8665430349746.113,99652449022080.3,-81929.88849426898,46469.12797137698,14.73512799163606,2348851.1975985584,11.9796700764415,816704.7730673599,14.917449548430016,0.05281833254685768,-1033736.3397522448,1.0375477793483348,0.9129744595830869,758799.0046075626,108317860934688.8,0.0,-1472003.1741822555,17
353,108317904154818.64,8665432332385.491,99652471822433.16,-249166.53386266757,366.13512867980876,15.504663388187193,5403126.915901773,9.37284292257739,3007789.5903318394,15.686984944981148,0.11475295138201949,-1207452.9048708458,1.0388680049493497,0.9761650061638868,1198274.1120714354,108317879276335.94,0.0,-2221584.1492776903,17
354,108317972511482.33,8665437800918.587,99652534710563.73,-278490.87267311313,31777.122049036298,14.216809713824132,1444640.1715844444,10.802100923583057,-3958869.87944601,14.399131270618087,0.048327553813450295,-2713512.7010873295,1.0912350013363603,0.9482838120203377,2700848.15764956,108317904087669.08,0.0,-5712101.756113239,24
355,108317961203198.27,8665436896255.861,99652524306942.4,-4911.668050033009,980746.1576467955,14.688757125797386,-863419.23366332,14.996652289990042,-2339860.5272968006,14.87107868259134,0.06117172982687733,-740286.2206769905,1.0287541517082925,0.9844495430775213,739089.3203981379,108317972442305.97,0.0,3177176.3687997176,17
356,108317962239011.83,8665436979120.946,99652525259890.88,-6404.254042545822,160.62732002050802,11.475038289740384,94660.68692461868,7.391088155230076,-22683.23705885673,11.657359846534339,0.07200323920738787,-59474.36062423689,1.037722883228055,1.0054011267523009,59502.58200738372,108317961164209.08,0.0,-87714.61347232215,15
357,108317962753915.23,8665437020313.219,99652525733602.02,-423.50153317762033,140.1080131197606,12.116823075656537,165343.5827767488,9.774510007217815,70507.26853210953,12.299144632450492,0.0554575249539385,-47897.51136189226,1.03499621585601,1.09484453906793,48278.18251013641,108317962224658.64,0.0,-24065.67857703396,12
358,108317964629409.84,8665437170352.788,99652527459057.06,-8413.134431706865,2860.2123865237168,12.081460590739233,167412.5238713502,9.122092815020228,1916.8330814817205,12.263782147533187,0.053153983911665835,-100161.82614277856,1.0362236125489026,1.018868531394493,82762.63406799214,108317962687300.97,0.0,-153419.04124850986,14
359,108317965809287.77,8665437264743.021,99652528544544.75,-5600.619822397822,1599.0220352750428,12.134457506536599,179306.4612651826,8.835116846517032,9019.725007308583,12.316779063330554,0.05561394003473467,-90524.17261419742,1.041550328990744,0.9804728624696829,85971.62990971826,108317964587409.61,0.0,-97456.26287592918,13
360,108317965018705.67,8665437201496.454,99652527817209.22,-179435.35149022,103.6457393802067,11.989172721478834,147379.96547216058,9.519451690787962,-33538.51782829704,12.171494278272789,1.4202084848419725,-93161.67521406079,1.0421790629309053,0.9564886623112988,91293.2485348933,108317965754595.77,0.0,-102587.26134287911,15
361,108317965945359.39,8665437275628.752,99652528669730.64,-3388.549438583894,2309.032733259891,12.418163108687349,218655.29747990478,10.26104470725574,71156.68626836399,12.600484665481304,0.04685743380165904,-86597.95610835361,2.3983097617556712,0.9611949307221088,74410.36545968022,108317964992461.66,0.0,-39706.279745063286,16
362,108317968188980.78,8665437455118.463,99652530733862.31,-13818.201570293895,965.6924325611403,12.472709099190618,252626.08528829718,9.046297928689054,31645.755075132616,12.655030655984572,0.07344191098167406,-138755.4012766404,1.0325634726865875,1.08150382008607,110572.6605925564,108317965862548.12,0.0,-184027.54557095846,12
363,108317970855229.06,8665437668418.325,99652533186810.73,-12372.714449135428,2749.1058412330653,12.961618423257177,358446.0101731004,11.117043270942714,104842.23245224204,13.143939980051131,0.05652193253045989,-133544.1786122052,1.0557310378053646,0.9395426923668779,127379.55397494836,108317968116216.61,0.0,-159337.06203506488,18
364,108317974493832.11,8665437959506.568,99652536534325.55,-15799.735258700217,746.3191644283378,11.941861955083596,134332.57083124344,9.864215375767392,-226880.54518309,12.12418351187755,0.05083186204397362,-230458.44517467235,1.0207444605033176,0.9587163937898944,180576.854524752,108317970772050.31,0.0,-291370.0584394306,10
365,108317973461267.81,8665437876901.426,99652535584366.39,-2364.685662024379,197206.02646322548,12.368357666913395,-42149.74335320087,12.533175520129888,-177238.6333488726,12.55067922370735,0.06684905147162065,-84829.35048171514,1.0342597075395623,1.0529506518850746,68146.11929689045,108317974300454.9,0.0,157039.15994820598,17
366,108317975606280.14,8665438048502.411,99652537557777.73,9644.70639392863,1822.7950025963282,12.718535382746422,295986.88196579803,10.542511194841289,140913.59885577334,12.900856939540377,0.21911336561145595,-102600.10666829074,1.0391069915942934,1.047965892331864,75538.56801549265,108317973412552.31,0.0,-114287.24346893195,12
367,108317980489911.95,8665438439192.956,99652542050719.0,-41023.86787903501,102.1057467758119,12.54294256779156,276760.98409994674,8.11683204305071,-21060.69286844759,12.725264124585513,0.13146944820656245,-199633.3171177,1.0514358191451605,0.9889306677106281,135974.36473870405,108317975512770.42,0.0,-307823.77305103774,12
368,108317981885611.2,8665438550848.896,99652543334762.31,-10506.646880259676,2494.956395802902,13.152247743656353,507083.9795883147,8.997606597063463,230208.88974159214,13.334569300450308,0.08733344186730253,-140843.18766019566,1.1241598179311783,0.9056748216461667,139251.42194005713,108317980445406.11,0.0,-116789.36120303551,16
369,108317987675526.89,8665439014042.151,99652548661484.73,-28233.57351857072,1494.0177413389104,13.557868752251048,766967.5683586189,8.683462008932118,257372.63237450115,13.740190309045003,0.05727533345540748,-258609.54075407778,1.0217742383088093,0.9267607137973215,255610.66565693234,108317981816912.02,0.0,-487547.99706848536,16
370,108317995573065.67,8665439645845.254,99652555927220.42,-49999.281494667855,8617.806191765441,13.843386035185569,981722.9335383942,10.748168423754763,213245.3474384364,14.025707591979524,0.0725348544449549,-388046.8285668531,1.04275310722714,0.9917258212211842,384964.8368025611,108317987636716.56,0.0,-643548.7719679283,15
371,108318004070951.92,8665440325676.154,99652563745275.77,-53237.786393535935,354.9549550338996,13.884920319876395,1064282.8589362595,8.934912762446293,73927.11920609984,14.067241876670348,0.07240067438536829,-518806.7812201942,1.049187341769452,1.0242364583272476,495721.19921322016,108317995509795.17,0.0,-729874.3202990197,17
372,108318011320300.77,8665440905624.062,99652570414676.7,-33000.5701696366,1719.3785457844688,13.673858556200843,857785.8368424441,9.22398711539383,-206868.97704884905,13.856180112994798,0.05358582748943622,-538746.0289893931,1.0500048789373986,0.8702105970734823,533081.5608420636,108318003987437.34,0.0,-606016.8897739357,22
373,108318013776402.08,8665441102112.167,99652572674289.9,-33084.30970222538,311.04739899204304,13.211444482801726,541671.5368863719,8.499664547427974,-317855.6785018567,13.39376603959568,0.14575300054292073,-432562.12896634324,1.0273740779640388,0.9292553015022617,430635.1874226438,108318011242033.75,0.0,-224833.84712448993,24
374,108318013694569.06,8665441095565.525,99652572599003.53,-88676.19321063817,384.76877851935046,13.168778160723242,396784.0362495255,11.751709021453296,-145222.5480358386,13.351099717517195,0.4336818420502319,-274550.07442644075,1.1089400549357011,0.9040808481941605,271420.1881650552,108318013708429.22,0.0,46494.057714540446,19
375,108318015158785.62,8665441212702.851,99652573946082.78,2492.840309244966,3113.612197035184,13.5254032047526,651853.7605028854,11.47552970762897,254665.95547484065,13.707724761546555,0.08175201401384069,-325221.0897694078,1.0428460030532898,1.1074942499854978,198424.48751121707,108318013656290.47,0.0,-54230.99355898824,20
