# experiment2.py N=100 T=1000 alpha=0.08 b=0.03 bank_max_failures_allowed=1 bank_sector_A_i0=500 beta=0.02 default_seed=5592 eta=0.0001 firms_A_i0=1.0 firms_K_i0=5.0 g=1.0 k=1.0 lambda_param=0.3 phi=1.2 r_i0=0.02 rate_for_bank_deposits_and_networth=0 threshold_bankrupt=0 w=1.0
  t,BankL,BankA,BankD,BankPROFITS,BankBD,FirmsK,FirmsA,FirmsL,FirmsPROFITS,FirmsY,FirmsR,FirmsI,FirmsGAMMA,FirmsU,FirmsDK,FirmsOL,FirmsGAP_OF_L,FirmsDL,FirmsFAIL
  0,5190.133440482946,415.21067523863564,4774.9227652443105,-1.4210854715202004e-14,84.78932476136437,6.423327677064245,177.20981958071553,6.0841346585438885,77.20981958071557,6.6056492338582,0.08776798039215696,38.83990196078465,1.02,0.9694894382611684,538.8399019607847,6212.45901025666,0.0,438.83990196078463,38
  1,7316.012681653055,585.2810145322444,6730.73166712081,-7.821720355988756,46.52111331382479,6.46426024430478,394.3452031865842,5.511185171681796,94.34605884450423,6.646581801098735,0.09223049992239588,-221.40601714590233,1.0620161478431374,1.0352308294424082,502.67386641186425,5070.506000573961,0.0,2.6755777277044395,22
  2,10976.923036117829,878.1538428894263,10098.769193228403,-3.8847304682387573,46.08345842481687,6.717734738423265,575.4759618398393,5.527308531495543,112.60964533943078,6.90005629521722,0.03954244884621629,-68.32612039016985,1.072720902682659,0.9959006905511331,649.1770913443539,7173.926021792541,0.0,14.434211399196272,18
  3,14271.22320287151,1141.6978562297209,13129.525346641789,-3.6867465298545934,39.292170261568565,6.9688272396258215,794.2472960304802,5.5937001167707265,154.6878757658239,7.151148796419776,0.037494826435983016,-115.72373037290298,1.0277007362425563,0.9606148541461116,782.5387063358173,10821.13538420613,17.532574089657608,-46.84848988388716,20
  4,18850.132946713326,1508.0106357370662,17342.122310976258,-86.16092315680123,60.16950924134863,7.296438594597161,1165.4738402566259,5.735163291766658,311.9343739645766,7.478760151391115,0.1956869843745349,-227.2195211950691,1.0281399529752293,1.0508051063310546,891.0190231021693,14009.329531774547,3.3418875665424927,-207.99256784613445,20
  5,31539.03407975161,2523.122726380129,29015.91135337148,-17.353291565363087,79.76132358640105,7.318433998820358,1224.087312442087,5.648105998457387,-21.556037055887206,7.500755555614313,0.03139328409645944,-430.8754679999835,1.1075592657128617,0.9022946348256712,1068.9334391650464,18383.421483496626,0.0,-585.15140517007,19
  6,39699.66517536214,3175.9732140289716,36523.69196133317,-25.123823583275787,84.79544983935833,7.593103645294015,1573.3474292652759,6.0188744545994854,250.49879323678763,7.775425202087969,0.0501048974461893,-436.45808798547773,1.0246017708113098,1.0457703989538027,1133.7115587505252,31133.659240340894,36.108226846527515,-321.36424053149466,16
  7,52831.41891507072,4226.513513205658,48604.90540186506,-16.299449619044115,33.1249473168842,7.711084346471853,1901.3468842932875,5.803975762170496,227.20400518865415,7.8934059032658075,0.02844025717499193,-707.6681590555066,1.0296948036240823,0.975728554935004,1292.1962539480833,39150.63173276445,10.486727420130727,-754.9414020531929,11
  8,66691.26895431415,5335.301516345132,61355.96743796901,-123.86636105458211,62.28759090830061,7.953013476669425,2399.715829644986,6.09676319321485,454.2439980348144,8.13533503346338,0.10006672514120103,-796.7087569288906,1.0256305720558316,0.9328775627285315,1441.4827521429536,52235.536057455756,0.0,-858.8066089143482,15
  9,87423.57601886535,6993.8860815092285,80429.68993735612,-125.1411543842296,68.14475688039835,8.003188452901338,2549.7767597372367,6.088366731998056,72.77333918394895,8.185510009695292,0.08992940412280843,-1144.4696682144247,1.0321804232505196,1.0658430589704155,1690.505050153667,65776.37612610008,15.122690302620196,-1389.8014544254424,13
 10,106720.50291238508,8537.640232990807,98182.86267939428,-69.11130749837643,267.31891534719944,8.300856111687953,3360.180865665212,6.502996752238536,729.2593490475756,8.483177668481908,0.043354304734975854,-1296.2873084674625,1.067961933792354,1.073055131630187,1718.823723425979,86520.4263182361,0.0,-1085.1159421403995,14
 11,141732.8327604241,11338.626620833928,130394.20613959017,-98.8518651802723,36.41193589229769,8.555390172343836,4714.856240379615,6.173417444266085,1073.3564593672031,8.73771172913779,0.04072197969085129,-1759.2961374727547,1.033897961388844,1.0352920924609808,2292.229163993316,105303.98374022338,0.0,-2431.2412860956383,10
 12,186011.72694756053,14880.938155804843,171130.78879175568,-133.49045901450756,48.786724505526514,8.88091947800174,6525.795283651022,6.503699058523587,1764.5271073791084,9.063241034795697,0.04061241780753935,-2338.825681526468,1.0224282179975595,1.0275613678803999,2855.187714638375,140042.39022867748,50.18580819402108,-3039.08463123074,12
 13,249554.29672677454,19964.343738141964,229589.95298863258,-186.16870142953388,75.09981142582757,9.038214392888044,7731.196586028273,6.533112002512394,1144.6145778717248,9.220535949681999,0.048438951108267674,-3428.4610789299177,1.0269928639701613,0.9884814804761725,3757.238345279585,183167.98321490316,26.034403746602592,-4684.824846722179,14
 14,323822.65768476273,25905.812614781018,297916.8450699817,-157.2520840324584,40.83527284833066,9.425880404323472,11173.289824102498,7.11641574217529,3352.993426648405,9.608201961117427,0.035996708260952005,-4051.3881017020235,1.0345279664504132,1.0744706907275263,4336.404179612803,246934.05814308018,2.112381040420475,-4802.400965638487,6
 15,437068.4438713752,34965.47550971001,402102.96836166515,-263.50190198722794,67.69266293194345,9.471173393001889,12283.067678225761,6.546844791848377,1062.9425812749253,9.653494949795844,0.0308099366622907,-6380.145232875246,1.0328660960406546,1.047952716278685,6033.451444545734,319381.3982102414,12.16843622461446,-8621.787885541986,13
