# experiment2.py N=100 T=1000 alpha=0.08 b=0.02 bank_max_failures_allowed=1 bank_sector_A_i0=500 beta=0.02 default_seed=9669 eta=0.0001 firms_A_i0=1.0 firms_K_i0=5.0 g=1.0 k=1.0 lambda_param=0.3 phi=1.2 r_i0=0.02 rate_for_bank_deposits_and_networth=0 threshold_bankrupt=0 w=1.0
  t,BankL,BankA,BankD,BankPROFITS,BankBD,FirmsK,FirmsA,FirmsL,FirmsPROFITS,FirmsY,FirmsR,FirmsI,FirmsGAMMA,FirmsU,FirmsDK,FirmsOL,FirmsGAP_OF_L,FirmsDL,FirmsFAIL
  0,4932.9260258035265,394.6340820642821,4538.291943739245,-1.6342482922482304e-13,105.36591793571775,6.8372298126425335,248.15395802008285,6.527592425428483,148.15395802008283,7.0195513694364875,0.13675000980392152,283.75004901960773,1.02,1.0076168409887467,783.7500490196057,6203.634935708085,0.0,683.7500490196063,35
  1,9168.8433838738,733.507470709904,8435.335913163895,-14.51133011063564,61.61077136356215,6.710397363211431,465.5347143599429,5.8731371414970335,77.01483840414244,6.892718920005386,0.06663310918179742,-392.75538632532806,1.095887506372549,1.0187357639532748,580.2020214932171,4725.606066372012,0.0,-96.83773041838371,24
  2,12397.649972780178,991.8119978224144,11405.837974957763,-2.272364134879524,68.84054024929523,7.0697580647859,740.2977605975041,6.076645775581048,189.15227487399903,7.252079621579855,0.06719524847574518,-9.587977410299246,1.0502890959025448,1.0340474527072834,875.8682801286047,8987.930526961027,3.802234074376864,119.06063164128523,19
  3,18137.95229343862,1451.0361834750895,16686.916109963528,-19.652885994513216,62.99895618842253,7.278982293137339,1051.0992639477868,5.987488733663037,222.96096310098739,7.461303849931294,0.054115815437794514,-223.34277119097285,1.0540331117048685,0.9879869830421475,1007.6652385543489,12127.218238977646,22.994743759521313,-126.05570164461412,19
  4,25158.372992847544,2012.6698394278035,23145.70315341974,-15.102849150803465,76.22152892505731,7.421623746016328,1260.3579828863485,6.019536353068775,127.25976275013828,7.603945302810283,0.05109015786205016,-222.37902365512764,1.0343343905666735,0.9399065901349682,1239.7848676017045,17791.7616495111,25.194868957717535,-226.08335734463026,15
  5,34330.25843685503,2746.4206749484024,31583.837761906627,-46.03178504766562,73.13042390317203,7.668669630780173,1622.8053664099314,6.248868229955259,271.22585459852627,7.850991187574128,0.06886107817602581,-413.21531672515016,1.0423217571333567,0.9528980140426271,1309.297767762424,24721.361081880903,30.24417345136865,-294.8909888110751,22
  6,47102.67432823311,3768.213946258649,43334.46038197446,-35.35807941888001,61.91594576330199,7.982136960456251,2400.9805773986527,6.267582286339539,683.0447870855492,8.164458517250205,0.051439567563514824,-631.642447673534,1.0358307969371432,1.0192659374738513,1520.8889951967822,33807.87745567901,3.9670970660983613,-625.4868034463987,18
  7,69900.91780352259,5592.073424281808,64308.844379240785,-65.10994404294576,26.096747359510502,8.239963521227333,3383.6706723517227,6.005691365691058,902.7741491897693,8.422285078021288,0.0521977092717643,-1054.7475508497282,1.0386437912131337,1.0913497682025861,1883.2988911970465,46221.2127573484,2.860336834429571,-1468.5645342949451,11
  8,101739.85586382313,8139.188469105851,93600.66739471728,-94.50030429939612,105.63117142629893,8.394325465877307,3797.143393474798,6.437367232668708,376.37597376356365,8.576647022671262,0.04367504762251814,-1410.7558874688038,1.0411300930888323,0.9894966590180182,2362.3302928195913,68641.42366095271,14.740136877500742,-2038.6261159992557,14
  9,135697.74136163093,10855.819308930475,124841.92205270047,-93.65214493755109,215.79965021320953,8.803851645311823,5508.037717749879,7.049088435629278,1591.263152848784,8.986173202105778,0.04934850767868359,-1756.915249348808,1.0322400389580373,1.046489696521683,2628.0927048209796,100158.54502248575,0.0,-1835.4995311646717,18
 10,196621.40663970393,15729.712531176316,180891.69410852762,-153.91083513328235,56.826315562234214,9.05341202504809,7753.509076957905,6.677264748181776,2011.6717089948147,9.235733581842045,0.05562399112086443,-2860.4194881656817,1.0295622642655144,1.0181136080340043,3537.6448035198573,133419.24270446697,34.67116192292825,-4172.002305118651,15
 11,274889.103787971,21991.12830303768,252897.97548493335,-256.3945773874098,92.10847843292984,9.382493131451593,10857.901052519068,6.928235822156763,3032.565659998932,9.564814688245548,0.04253381447078892,-3983.3095804138784,1.0420496063873301,1.0347530322967355,4528.015165509873,193658.85661387874,0.0,-5493.166539744452,14
 12,379772.55470619426,30381.804376495544,349390.7503296987,-334.64587184865803,15.584550123184247,9.494252238715664,12613.636981377911,6.506563407308485,1649.6274504259095,9.676573795509618,0.04278086817642351,-5721.325327745567,1.0293765544971358,1.0585684243816396,6151.297307562179,271006.86889341206,27.70863481622712,-8000.755210805479,8
 13,484641.53696679184,38771.32295734335,445870.2140094485,-323.05583873931107,110.92548043036973,9.692610728272502,14781.648064463745,7.255470000210694,2144.4265329626555,9.874932285066457,0.03691130513727261,-6347.042524711602,1.0401981763948276,1.0011310463574994,6959.868784846081,375828.77910580573,22.63932448709064,-7420.438184473192,11
 14,608059.7195309235,48644.777562473886,559414.9419684496,-408.522962647811,198.6113564419233,9.473208315830114,11621.663898326127,7.233372803641033,-3281.9096465679936,9.655529872624067,0.04300560890628703,-8047.75005719338,1.0274607663433202,0.8871328607268203,8145.159789837749,480185.19744792464,10.476377165706275,-9100.327665647135,18
 15,678765.818274432,54301.26546195456,624464.5528124775,-541.9817389134819,1095.1058372628959,10.14242597230215,20497.838398425814,8.497024824305107,8659.563143657764,10.324747529096104,0.06712359839114448,-6348.117134806002,1.0309192931550226,1.0269113488560355,6609.362635635039,605011.9995694024,0.0,-2420.2495286421954,18
 16,933197.6239440207,74655.80991552166,858541.8140284991,-820.9679470879357,390.429256859052,9.889155418690901,18794.542348608524,6.8253072525303216,-2816.4018870801965,10.071476975484856,0.03918260603319113,-12923.717457473844,1.0504288234306687,0.9565953299161163,11396.458726428486,668623.2965366448,0.0,-20361.13373555345,15
 17,1095746.0361968116,87659.68289574493,1008086.3533010667,-668.9205654698055,332.5787540896405,10.382604498623584,24959.380744300834,8.900218845105215,5759.409138833281,10.564926055417539,0.05714889858184681,-9405.689723810472,1.0290863001817498,0.9552795542798315,10290.527872976147,926192.5086267077,49.636230348413775,-6655.595509616065,18
 18,1362601.8203876184,109008.14563100948,1253593.674756609,-1343.0055667951083,210.9565787231902,10.458093494474502,31513.80290834329,8.105093414670822,6203.8434099527985,10.640415051268455,0.058109766505711084,-17172.829576619893,1.0447623529299215,0.9491410401891675,13104.387421234645,1086491.3382845882,342.8378616370269,-18793.021439799268,15
 19,1667627.2811764458,133410.18249411567,1534217.09868233,-1891.6952518378507,445.7403705166528,11.011097732511802,55665.84371154061,8.492176041746927,23926.08422447411,11.193419289305757,0.06658324086688319,-17750.97311837536,1.030952619662912,1.0329026485461255,16483.713516491774,1353529.8021250474,223.9369993340084,-21758.717008629665,16
 20,2306769.233556042,184541.53868448336,2122227.694871559,-2314.176283024079,129.84441028358364,11.110947864971706,66119.61734437659,6.659237198088865,9992.033262319368,11.293269421765661,0.044264069170321566,-31887.617500900906,1.045118778312219,1.063550267778235,28567.098095993664,1647154.6841816127,0.0,-52501.37757907986,14
 21,2871021.990038513,229681.75920308108,2641340.230835432,-2844.7459950828534,3220.6400846470547,11.272155849515338,70272.85988068402,9.027547834733987,4009.398126023879,11.454477406309293,0.058343979783577825,-33041.20043806327,1.0381271897603015,1.035976648507571,33783.10564241934,2282314.042628208,0.0,-42821.82015599732,13
 22,3534295.7292252774,282743.6583380222,3251552.0708872555,-3213.347754772053,245.3564738619368,11.38754273135756,77806.93908965259,9.250424319055206,4300.439124321541,11.569864288151514,0.05159982215864769,-37818.21227882949,1.0468640098141233,1.0540014525009647,37334.3985743033,2845953.4704517303,0.0,-45770.74726549333,12
 23,4060106.3479393204,324808.50783514563,3735297.840104175,-1912.906415812009,1591.2849218741871,11.467828396771596,87956.63978696386,8.940344853092384,9892.344223449258,11.65014995356555,0.042452649782424745,-48594.9035790963,1.0452742860914659,0.9529740609534458,39600.762142200554,3516525.505359024,0.0,-43568.150337483945,17
 24,4974214.470566825,397937.157645346,4576277.312921479,-3111.759734384538,96.56623610488703,11.767756706737917,119675.9769468921,9.142961487561216,30111.052238054086,11.950078263531871,0.05992256077005436,-45718.58395463749,1.024558150458003,0.9751913047395451,45460.592744144924,4036762.2326858607,51.73034325084453,-66857.29627892938,15
 25,6120215.142663194,489617.21141305554,5630597.931250138,-4298.599762668497,127.83817371288887,12.037502675506413,166931.838750182,7.621974073070868,47144.295567184985,12.21982423230037,0.04733702028714126,-69348.66786895733,1.0369924649181304,1.0085860683953445,59698.99076711619,4947116.659372273,28.363280528619438,-90321.03911014546,12
 26,7965700.008505539,637256.0006804431,7328444.007825096,300.62991796998904,97.302892412772,12.40144618834175,226285.1421740614,9.733165683859873,59213.46525016644,12.583767745135704,0.045716537309841945,-84739.93033542692,1.0255736644509457,1.0105332381842718,84199.54510643476,6088818.319083037,517.8249192617204,-130221.51651340291,7
 27,10295291.427273775,823623.314181902,9471668.113091873,-9417.385527236193,1504.6821320741801,12.3421857377087,224968.78476852237,8.341293120215726,-1420.6602979517384,12.524507294502655,0.05329399549667032,-132216.03307801808,1.0341500827929988,0.9204240828540541,110692.86532537967,7919493.826974346,11.574790584334977,-175144.8676396157,16
 28,11713117.13626688,937049.3709013504,10776067.76536553,-9245.231270554108,5738.247688552315,13.029397655343912,440282.2462516837,9.637574870198858,213792.779351087,13.211719212137867,0.07196364552502993,-114391.98220524355,1.039088121729696,1.001741485135767,113842.1244078812,10259689.628259975,0.0,-113133.49792726072,18
 29,16870434.417022143,1349634.7533617713,15520799.663660372,-32294.431551310594,352.5997926710254,12.755071134904883,344032.97665476095,7.727811040381102,-102005.51728547497,12.937392691698838,0.07265907556531098,-224017.48138858785,1.0346471169568177,1.0093367060378122,223663.7199720437,11616978.27676313,12.272478517059099,-442896.6073284801,16
 30,18116056.854074214,1449284.548325937,16666772.305748276,-7314.69976406612,234.22149653276455,12.401862343513512,206525.43876986226,10.511315924666889,-137876.1376775697,12.584183900307467,0.06049553271626979,-173245.50992258877,1.0532238479663663,1.0395696386727253,172757.22579918153,16849131.22276926,11.702228511782717,-70093.45200683431,12
 31,19444585.292759117,1555566.8234207295,17889018.469338387,-13472.127188794211,250.70071998462083,12.746742466575823,191398.3906796202,11.93185250178831,-15373.269586774892,12.929064023369778,0.07269970742692562,-139532.57369793413,1.0334480929879932,0.980637477524812,103218.25270489485,18072581.672704216,162.40874817054163,34003.19149443052,13
 32,18989989.513606273,1519199.1610885018,17470790.352517772,-4066.047993476697,127653.70716872507,12.28569218357307,65421.144548382224,11.926053502772042,-126240.94685122248,12.468013740367025,0.043916304829442865,-247965.55871600553,1.0320407672311713,0.9876841557561079,95328.64958264004,19345602.7234277,0.0,-81316.14205884964,20
 33,21127015.303800825,1690161.224304066,19436854.07949676,-8471.293528705037,589.3100570059034,11.620145330695998,104432.49841960972,8.837158409233002,-88662.35329749758,11.80246688748995,0.049184240028795845,-101749.07579659234,1.0274583036357687,1.0491947135381252,97054.79122035077,18921239.647481054,0.0,-172556.80946087974,10
 34,21764650.275160808,1741172.0220128647,20023478.253147945,8297.843232122255,636.2580329755376,12.28847317239146,140034.85840329237,11.253419644911663,35003.04992667676,12.470794729185416,0.04251435019277327,-53804.91052818469,1.0404188544651325,1.000561640946339,53087.248967310705,21109672.095663875,0.0,34098.51732142116,15
 35,23288021.518173065,1863041.7214538453,21424979.79671922,-12430.993595304066,3565.2493853544406,12.292281328311216,179204.90543312777,10.566223198115454,38518.7889968598,12.47460288510517,0.10480410333385676,-141708.083833324,1.0290641421573,1.0317361140223815,68893.0752634444,21705335.12471344,0.0,-126531.60473950203,15
 36,25194493.099128406,2015559.4479302724,23178933.651198134,-15168.080073890837,934.4589814951514,12.280458041139312,209358.58767545942,8.713711617822304,26573.432856977324,12.462779597933267,0.09228165886383037,-95517.10827832477,1.076676247162455,1.0483667373851262,91788.07604023411,23222158.702483017,259.8657686545193,-159807.4036973157,12
 37,27273890.714171093,2181911.2571336874,25091979.457037404,-7661.25858203534,20662.246852735407,13.015283121526839,388553.79870939086,11.013253791466509,178248.75205243606,13.197604678320792,0.04028597588193097,-110851.118338171,1.0381562116504384,0.9804150795093581,105507.31108165091,25108167.1324953,0.0,-132775.27731166893,17
 38,32168818.21306874,2573505.4570454992,29595312.75602324,-29562.531269421765,324.79487765095513,12.659435897455989,311029.7994521923,8.213202702726925,-98203.24610993374,12.841757454249942,0.07015607674076915,-207235.11335957047,1.0249341093341062,1.0047664874982176,205170.05843534233,27126798.127725206,89.05824683125722,-417386.9427253849,14
 39,33881816.031657025,2710545.282532562,31171270.749124464,-16164.976855679011,1142.5013117385884,12.677797828120676,225074.71723918128,11.466637039021142,-86293.87709066212,12.86011938491463,0.08474489956194807,-157683.9483389076,1.0341625665480398,1.0075203165969806,156278.2456447501,32116948.4215624,78.4078613699663,-58632.49477269032,18
 40,34988098.71225316,2799047.896980253,32189050.81527291,-3142.947744263767,568.9704643027194,13.05939438182849,332531.6748407689,11.827404893949717,106296.45628984894,13.241715938622445,0.03956557648616861,-201225.01191932985,1.0287788763857368,1.0525434616318612,113171.63552826388,33843881.1735454,0.0,-37460.667524541124,16
 41,38871029.23008106,3109682.338406485,35761346.89167457,-13083.133412995896,1901.413057642994,13.151903986473908,443124.0990951313,11.182565948640274,110007.45379005956,13.334225543267863,0.03930641542666289,-300424.69144899806,1.0273180557920942,0.8887777914072084,164665.84073924262,34900110.21500829,0.0,-278964.9718485853,15
 42,43089328.188214205,3447146.2550571365,39642181.93315707,-16565.972633566213,586.5910893213498,13.217537366650184,532763.5163035885,9.750428675873147,87723.00415081452,13.399858923444139,0.048441247855563134,-291172.0999177462,1.0289931482125183,0.9496692674989778,222573.97035486376,38758534.82474984,0.0,-336390.62967365875,22
 43,47798233.589010276,3823858.6871208223,43974374.90188945,-21214.32071646387,342.39053697622444,13.627334696782068,789199.4708797763,10.578204128235592,255827.3634868666,13.809656253576023,0.05217667938074183,-283361.3847922844,1.0231933323771454,1.0047118925413872,266351.3292010362,42955772.31461211,0.0,-355673.1299109968,16
 44,56064147.89807627,4485131.831846102,51579016.06623017,-57198.07289558556,6193.905725321593,13.943781742008136,1064805.7850419588,11.18519158035543,275247.9236252059,14.126103298802091,0.08277644092014733,-433842.8866613949,1.038047126186574,1.039848980742469,394430.651782931,47617625.48049875,0.0,-651909.5858253277,14
 45,66434070.105898984,5314725.608471919,61119344.49742706,-31741.456623440237,2635.420619656499,13.813729858143034,985159.8942771549,9.47738523509161,-85853.79649012547,13.99605141493699,0.0371241431608507,-552187.1122953878,1.0755732273910386,1.0161238578437977,535530.0579316383,55895735.2432637,0.0,-845376.7183847274,17
 46,72546294.58191112,5803703.5665528895,66742591.015358225,-26998.013492585196,44.26518597312321,14.695073631444144,2308602.81514079,11.525286109967585,1320790.5002439772,14.877395188238097,0.057964011562785855,-494555.0687735918,1.0229292258391753,0.9953172701844428,494551.5359687721,66409085.1234029,0.0,-414524.46324015263,10
 47,98407409.23425388,7872592.738740311,90534816.49551357,-424913.98064991756,485.65388258905637,14.933746869281086,3053371.9655150706,8.713015381019227,744714.885188307,15.11606842607504,0.17101494577284393,-1258252.857709776,1.0480474544063036,1.0311863311178429,1151619.9186422087,72314072.54670203,82.4800242349324,-2477893.3846641956,14
 48,125984474.29788105,10078757.943830485,115905716.35405056,-95666.52955207869,582.508546756282,15.314713501617735,4448103.448721932,10.309448741813767,1394231.8293242706,15.49703505841169,0.042651610354311455,-1528714.6099094343,1.1422639840913937,1.0568973777280837,1527536.1751741667,98366901.27211533,2.157768819336738,-2271701.419606268,15
 49,168342734.68719688,13467418.77497575,154875315.91222113,-241930.15020665515,183.88048561117142,15.982609354216754,8731233.712701082,7.425110600297787,4282532.755432398,16.164930911010707,0.06672251493648325,-2253129.4183797985,1.027727337178348,0.9691746436037465,2223504.205578387,125852772.17574881,45.711634159111625,-3624148.910032639,17
 50,266625046.22732592,21330003.698186073,245295042.52913985,-801261.385487206,377.313105743859,14.984174369623506,3201630.8209716645,9.684056074832156,-5529803.772215032,15.166495926417461,0.09242980997862273,-4366341.280172143,1.048957213336426,0.9792897000451436,4366376.0358405765,168084305.35216093,139.54858068213457,-8648109.450134402,12
 51,266665806.77757287,21333264.54220583,245332542.23536703,-66581.03081899502,154.82198929087636,15.945449113867776,4418319.3016920835,15.200812046785545,1216299.1676146758,16.12777067066173,0.04271801663383242,-1616314.2482194323,1.0403732875493354,1.0532327220047064,1600924.9002771752,266607486.53109807,0.0,3928096.2836306454,12
 52,308534438.3953007,24682755.071624056,283851683.32367665,-219479.1999449308,517.6044238649304,16.089204888852127,8745210.584790746,13.785067095430328,4326724.4611093635,16.27152644564608,0.05041862971006261,-6257325.556753526,1.0292094182006712,1.0593129062893787,2157045.9255187805,266247655.3213257,0.0,-3478110.91552075,11
 53,408200983.41398907,32656078.673119128,375544904.74086994,-795342.1078872046,482.75307572852466,15.02726778841922,3353053.2407729886,8.752966682661791,-5392685.948441619,15.209589345213175,0.09119501246817972,-5361551.953279941,1.045673554827561,0.9630262648492969,4353701.878586427,308041656.44190115,2903.6715696073056,-8719426.442299942,13
 54,416957651.0598539,33356612.084788315,383601038.9750656,-149212.7708589264,1137.5853247812586,15.748800075014746,2347629.865826389,15.333837250380235,-1005919.1280223273,15.9311216318087,0.060216044354286014,-1682250.4861201744,1.0547081350102296,1.0359296707263366,1676928.8283407069,407639139.31061625,13.335956827747076,3715393.67265186,17
 55,422641671.5228877,33811333.721831016,388830337.8010567,-19189.85949523124,305763.3685491514,16.19006715386188,6095522.466060596,15.352533622058138,3746738.0149094234,16.372388710655834,0.040945656138214034,-5771656.813133928,1.0508905276264713,0.9453608072793449,1140342.6661918443,416517287.31439364,0.0,-204242.90545588112,16
 56,514629406.50202745,41170352.520162195,473459053.9818653,-460237.26857141964,59289.57972177158,16.37558512022718,12866848.97298625,11.155291523165735,6465547.138376498,16.55790667702113,0.06087759317458729,-7421346.7996675,1.0237077852161136,0.9668500669195158,3075269.9856751766,422250794.1395157,10.470555897050753,-7490130.8288769275,15
 57,669448142.8888147,53555851.431105174,615892291.4577096,-638159.5818978415,115.19113534842164,15.566561620252385,5728430.113617422,10.380472629809166,-7197723.439090595,15.74888317704634,0.04922483790700885,-6463016.686187992,1.027868108446276,0.912811418934333,6463766.449172863,514008375.00418246,0.0,-12991551.688101504,14
 58,655420178.1395875,52433614.251167,602986563.8884206,-22799.94895465564,1196035.9746413399,15.164283548215073,-569880.5699403448,15.302232868124005,-6298439.874693117,15.346605105009028,0.12324174352656128,-2898137.8068903065,1.0328038497394598,1.060512512024554,2862553.7128927447,669403843.7104837,137.31646994117932,4331573.689233245,20
